supplier_id;name;swsdfid;swsdfusdid;swsdpid;navid;swsdfid_ari;swsdpid_ari
459;AB55555 юпр аюгюп;0;0;15347108;0;(null);(null)
460;M33000 юя-люпйер;0;0;13441619;0;(null);(null)
461;A23456 юяр-хмрепмщьмк OOO;0;0;11269170;I_SUP003;(null);(null)
462;B55555 аеметхр;0;0;16222627;0;(null);(null)
463;B1212345 ахц рпщид ннн;0;0;13534474;0;(null);(null)
464;V37000 бюьепнм рнпцнбши юкэъмя ннн;0;0;16064642;0;(null);(null)
465;V55545 бемяйхи щйяопеяя йюте;0;0;15953951;0;(null);(null)
466;SP12345 бшанп OOO;0;0;11418709;0;(null);(null)
467;E22222 ебпюгхъ;0;0;16223503;0;(null);(null)
468;E10000 едхмюъ ебпною ункдхмц;0;0;10912753;I_SUP123;(null);(null)
469;C11110 йнйю-йнкю щивахях ебпюгхъ;0;0;10902911;I_SUP071;(null);(null)
470;A3400000 йнмярюмрхмнонкэяйюъ;0;0;12708724;0;(null);(null)
471;LG00037 кюйьепх цпсоо;0;0;16223041;0;(null);(null)
472;KM100000 ледеъ;0;0;15601787;0;(null);(null)
473;M44499 лепхдхюм рпеидхмц;0;0;13539670;0;(null);(null)
474;MIL1234 лхкюп;0;0;15946888;0;(null);(null)
475;NL654321 мейяхр кнцхярхй OOO;0;0;16064071;I_SUP369;(null);(null)
476;V12345 ннн рой ╚бхкнм╩;0;0;16037549;I_SUP080;(null);(null)
480;U10022 ннн спемункэр;0;0;13070299;I_SUP255;(null);(null)
481;A55555 ннн йнлоюмхъ юккхцюрнп;0;0;16223425;I_SUP115;(null);(null)
482;H44525 ннн унпейю рпеидяепбхя;0;0;15904373;I_SUP300;(null);(null)
483;OP65433 норхлю окчя;0;0;16222683;0;(null);(null)
484;O33456 норхлюрнпц OOO;0;0;16064069;I_SUP147;(null);(null)
485;U00001 ондюпнвмши рейярхкэ;0;0;10903019;0;(null);(null)
486;R00368 пейя рпеидхмц нюн;0;0;16064643;0;(null);(null)
487;C00002 я-2 тхплю OOO;0;0;11076376;0;(null);(null)
488;C00005 ябй рд гюн;0;0;11041678;0;(null);(null)
489;A75444 ярнкхвмши чбекхпмши гюбнд;0;0;16038988;0;(null);(null)
490;I54444 рй хмрек рпеид;0;0;12584095;0;(null);(null)
491;S.A.S. SONIA RYKIEL C. D. M;45124999;45124999;0;0;(null);(null)
492;A.R.I.;36939811;36939811;0;0;(null);(null)
493;A.R.I. OLD;10907183;10907183;0;0;(null);(null)
494;A10012 ALFRED DUNHILL GMBH;10924100;10924100;0;0;(null);(null)
495;A10016 ALFA-ALYANCE;10924088;10924088;0;0;(null);(null)
496;A10018 ALFRED DUNHILL P&G;10907286;10907286;0;0;(null);(null)
497;A10025 ALMAX;10924078;10924078;0;0;(null);(null)
498;A10044 GLOBAL PROMOTIONAL SE;10907288;10907288;0;0;(null);(null)
499;A10060 ABSOLUT CO;10907435;10907435;0;0;(null);(null)
500;A10067 ART ALIANCE;10907241;10907241;0;0;(null);(null)
501;A10067+ ART ALIANCE PLUS;10907342;10907342;0;0;(null);(null)
502;A10068+ ART ALIANCE RBN;10907343;10907343;0;0;(null);(null)
503;A10073 TIGER ELECTRONICS USD;10907546;10907546;0;0;(null);(null)
504;A10076 ART-BOOKS LTD;10907242;10907242;0;0;(null);(null)
505;A10076+ ART-BOOKS RBL;14278728;14278728;0;0;(null);(null)
506;A10080 AMKA OY/AB;10924110;10924110;0;0;(null);(null)
507;A10096 RUSSIAN SPIRIT GROUP;10907344;10907344;0;0;(null);(null)
508;A10118 INFIFON B.V.;10907184;10907184;0;0;(null);(null)
509;A10122 ARI-SHANNON EURO;10907436;10907436;0;0;(null);(null)
510;A10200 AGROSECO;10924115;10924115;0;0;(null);(null)
511;A11100 ARCOROS;10907289;10907289;0;0;(null);(null)
512;A11112 ART-BOOKS;10907345;10907345;0;0;(null);(null)
513;A12224 FINLANDIA VODKA - BF;10907437;10907437;0;0;(null);(null)
514;A13970 ARK BELUGA OOO;37248649;37248649;0;0;(null);(null)
515;A20008 ANTICA MURRINA SKY;10917382;10917382;0;0;(null);(null)
516;A21234 AST;22341022;22341022;0;0;(null);(null)
517;A33366 ALKOMIR OOO;10907290;10907290;0;0;(null);(null)
518;A33880 ALD INT FASHION;10924112;10924112;0;0;(null);(null)
519;A55516 ARTISAN ESTERK;21453663;21453663;0;0;(null);(null)
520;A99996 ALMAZJEWELIR EXPORT;10924080;10924080;0;0;(null);(null)
521;AB1111+ ABBYY;15182376;15182376;0;0;(null);(null)
522;AEROFIRST;10924118;10924118;0;0;(null);(null)
523;AEROMAR;10924082;10924082;0;0;(null);(null)
524;AEROMAR_RBN;10907439;10907439;0;0;(null);(null)
525;AL45115 ALOKOZAY F2E;10931266;10931266;0;0;(null);(null)
526;AL88888 MASTER SERVICE COMPANY;33547545;33547545;0;0;(null);(null)
527;ART ALLIANCE DELUX LTD;42829361;42829361;0;(null);(null);(null)
528;AS23456 THE ART OF SHAVING;31862246;31862246;0;0;(null);(null)
529;B10001 BARAKA JEW - GENERLUX;10907346;10907346;0;0;(null);(null)
530;B10003 BREADWINNERS;10924077;10924077;0;0;(null);(null)
531;B10018 DEL BURBERRYS;10907347;10907347;0;0;(null);(null)
532;B10041 BRAUN;10907294;10907294;0;0;(null);(null)
533;B10055 BARDINET SA;10907348;10907348;0;0;(null);(null)
534;B10062 BAUME & MERCIER SA;10907244;10907244;0;0;(null);(null)
535;B10080 BLAVOD DRINKS LTD;10907547;10907547;0;0;(null);(null)
536;B10081 BORIE-MANOUX WINES;10907388;10907388;0;O_SUP488;(null);(null)
537;B11111 TORGSERVICE XXI BABAEVSKOE;10907441;10907441;0;I_SUP183;(null);(null)
538;B11115 BALMAIN WATCH;10907185;10907185;0;0;(null);(null)
540;B12345 BALMAIN;10907389;10907389;0;0;(null);(null)
541;B123456 BOLS SP.Z.O.O;23217598;23217598;0;0;(null);(null)
543;B20100 BARAKA WATCH;10923965;10923965;0;0;(null);(null)
544;B25600 BEVERAGES & TRADING;10907550;10907550;0;0;(null);(null)
545;B55533 BOTTEGA;45125360;45125360;0;0;(null);(null)
546;B55545 BRONCES E.TORTOSA;10907551;10907551;0;0;(null);(null)
547;B66650 BOUCHERON PBI;22567051;22567051;0;0;(null);(null)
548;B68701 BACARDI GMBH;11381585;11381585;0;0;(null);(null)
550;BD12345 BREITLING/DARROW GROUP;10907390;10907390;0;0;(null);(null)
551;BJ12345 BJ FITZPATRICK & CO;10907245;10907245;0;0;(null);(null)
552;BV10020 BOTTEGA VENETA COTY;45125243;45125243;0;0;(null);(null)
553;BV12399 BVLGARY;28479158;28479158;0;0;(null);(null)
554;C00011 CENTROPEL;10907349;10907349;0;0;(null);(null)
555;C02376 DAVID CAMPARI;10907350;10907350;0;0;(null);(null)
556;C100006 CARAN D'ARCHE;10907352;10907352;0;0;(null);(null)
557;C10002 CARTIER INT YSL PRODUCTS;10924098;10924098;0;0;(null);(null)
558;C10014 CRABTREE & EVELYN;10907246;10907246;0;0;(null);(null)
559;C10033 CLARINS EXPORT DIVISION;10907489;10907489;15418168;0;(null);(null)
560;C10035 CHATEAU DE COGNAC;10907186;10907186;0;0;(null);(null)
561;C10036 CLARINS AZZARO;10907297;10907297;0;0;(null);(null)
562;C10037 CLARINS THIERRY MUGLER;10907187;10907187;0;0;(null);(null)
563;C10039 CLARINS PORSCHE DESIGN;20842771;20842771;0;0;(null);(null)
564;C10052 CHANEL SKY;10907553;10907553;0;0;(null);(null)
565;C10061 CHAMBORD;10923866;10923866;0;0;(null);(null)
566;C10063 COGNAC FRAPIN;10907554;10907554;0;0;(null);(null)
567;C10070 COCA-COLA REFRESHMENT;10907490;10907490;0;0;(null);(null)
568;C10085 CHRONOLUX SA CHOPARD;10907188;10907188;0;0;(null);(null)
569;C10260 CANON EURO;10907491;10907491;0;0;(null);(null)
570;C11123 CARRERA WATCHES;10907392;10907392;0;0;(null);(null)
571;C31803 CHRISTIAN DIOR SKY;10907298;10907298;0;0;(null);(null)
572;C33343 CASIO ELECTR USD;10907247;10907247;0;0;(null);(null)
573;C44434 CASIO ELECTR EURO;11072291;11072291;0;0;(null);(null)
574;C54321 CASIO WATCHES;11062438;11062438;0;0;(null);(null)
575;C60708 L CONNAUGHTON & SON;10907447;10907447;11092582;0;(null);(null)
576;C77708 CIRCUS;20723886;20723886;0;0;(null);(null)
577;C87452 A.T.CROSS LTD;10907448;10907448;0;0;(null);(null)
578;C99989 CONNECT INT LTD;10907248;10907248;0;0;(null);(null)
579;CA12345 CORPORATE AGENCIES LIMITED;38464910;38464910;0;0;(null);(null)
580;CE17332 CENTAUR TRAVEL RETAIL;10907555;10907555;0;0;(null);(null)
581;CK1234 CALVIN KLEIN WATCHES;10907493;10907493;0;O_SUP101;(null);(null)
582;CLARINS GROUP;12153978;12153978;0;O_SUP088;(null);(null)
583;CLINIQUE GROUP;12153976;12153976;0;0;(null);(null)
584;COTY GROUP;12153979;12153979;0;0;(null);(null)
585;CS12345 CASIO WATCHES;10907249;10907249;0;0;(null);(null)
586;D0001 DISTILLERIA BOTTEGA;10907190;10907190;0;0;(null);(null)
587;D00235 DEBRISE DULAC;26043240;26043240;0;0;(null);(null)
588;D10003 DAVIDOFF INTERNATIONAL;10907250;10907250;0;(null);(null);(null)
589;D10026 DOMAINE LAROCHE;10923873;10923873;0;0;(null);(null)
590;D10029 DURACELL BATTERIES NV;10907449;10907449;0;0;(null);(null)
591;D10054 V.D BAUWEDE DARROW;10907354;10907354;0;0;(null);(null)
592;D10055 JEAN MARCEL DARROW GR;10907494;10907494;0;0;(null);(null)
593;D10056 FIDIA GIOIELLI S.P.A;10907450;10907450;0;0;(null);(null)
594;D10057 FIORELLA GIOELLI;10907299;10907299;0;0;(null);(null)
595;D10059 UNOAERRE;10907191;10907191;0;0;(null);(null)
596;D10150 DARROW GROUP LTD;10907451;10907451;0;0;(null);(null)
597;D11153 MAGERIT DARROW EURO;10907452;10907452;0;0;(null);(null)
598;D11157 FIORELLA GIOELLI EURO;10907251;10907251;0;0;(null);(null)
599;D12321 DUBEY & SCHALDENBRAND;10907252;10907252;0;0;(null);(null)
600;D12345 DARROW GROUP SUNGL;10924117;10924117;0;0;(null);(null)
601;D33000 DISPLAY DESIGN COMPANY;23281023;23281023;0;0;(null);(null)
602;D33333 DNK OOO;10907453;10907453;0;0;(null);(null)
603;D34567 DOLCE & GABBANA;10907355;10907355;0;0;(null);(null)
604;D55555 DILAN JSC;10907192;10907192;0;0;(null);(null)
605;D55570 DRIMLEKS;24814839;24814839;0;0;(null);(null)
606;D56007 DELSEY;10907454;10907454;0;0;(null);(null)
607;D65432 DMD GOLD COLLECTION;10907193;10907193;0;0;(null);(null)
608;D66661 EVRASIA OOO;10907495;10907495;0;0;(null);(null)
609;D99979 AMBASSADORS CHOICE;10924106;10924106;0;0;(null);(null)
610;D99980 DRAMBUIE LIQUER CO;10907195;10907195;0;0;(null);(null)
611;D99989 DUTY FREE SERVICES;10907301;10907301;0;0;(null);(null)
612;DF0000 DUTY FREE;31966571;31966571;0;0;(null);(null)
613;DK14775 DKNY WATCHES SKY;10907357;10907357;0;0;(null);(null)
614;DUTY FREE SHOP - SHANNON;10907197;10907197;0;0;(null);(null)
615;E10023 ESCADA SKY;10907253;10907253;0;0;(null);(null)
616;E10038 ETUD UNION OF ARTISTS;10907496;10907496;0;0;(null);(null)
617;E10050 ESSE;10907497;10907497;0;0;(null);(null)
618;E11011 ESTERK LUX PARFUME;10907455;10907455;0;0;(null);(null)
619;E14281 ESPERANTO VIN OOO;25958784;25958784;0;0;(null);(null)
620;E18515 EUROITALIA SKY;10921244;10921244;0;0;(null);(null)
621;E25700 ERGODATA;10907498;10907498;0;0;(null);(null)
622;E33962 HUGO BOSS PARFUMS SKY EURO;10907302;10907302;0;0;(null);(null)
623;E33967 BALDESSARINI P&G;11012333;11012333;0;0;(null);(null)
624;E88898 ECTACO;10907198;10907198;0;0;(null);(null)
625;E88899 ECTACO SKY;10907303;10907303;0;0;(null);(null)
626;EMBORG EMBORG AO RBN;10907360;10907360;0;0;(null);(null)
627;EMBORG USD;10907256;10907256;0;0;(null);(null)
628;ESTERK PARFUM ннн;41947843;41947843;0;0;(null);(null)
629;EUROITALIA;20809920;20809920;0;O_SUP124;(null);(null)
630;EV16775 EVRASERVIS OOO;11143601;11143601;0;0;(null);(null)
631;F10017 DEL FASHION FLO LTD;10907393;10907393;0;0;(null);(null)
632;F11110 FREDERIQUE CONSTANT;10907500;10907500;0;O_SUP219;(null);(null)
633;F11123 FANAGORIYA TD;10907501;10907501;0;0;(null);(null)
634;F12222 FOSTERS;10907257;10907257;0;0;(null);(null)
635;F12345 FOSSIL;10907304;10907304;0;0;(null);(null)
636;F33311 FREY WILLE;10907558;10907558;14108649;0;(null);(null)
637;F33312 M.FREY WILLE FASHION;11104974;11104974;0;0;(null);(null)
640;F88999 FURLA;11012386;11012386;0;0;(null);(null)
641;FER123 FERRERO TRADING LUX;25873704;25873704;0;O_SUP438;(null);(null)
642;FF33551 FOLLI-FOLLIE WATCHES;10907394;10907394;0;0;(null);(null)
643;G10002 GIVENCHY COUTURE EURO;10907502;10907502;0;0;(null);(null)
644;G10004 DEL GIVENCHY FFR;10923865;10923865;0;0;(null);(null)
645;G10016 GUESS - IBB B.V.;10907503;10907503;10902937;O_SUP191;(null);(null)
646;G10036 GODIVA S.A. BELGIUM;10907559;10907559;15981116;O_SUP439;(null);(null)
647;G10037 GUYLIAN NV/SA;10907258;10907258;0;0;(null);(null)
648;G10044 GOLDMAJOR LTD;10907561;10907561;0;0;(null);(null)
650;G11100 GK GROSS OOO;10907361;10907361;0;0;(null);(null)
651;G11111+ GALEREYA BLAGOLEPIYA;15106113;15106113;0;0;(null);(null)
652;G122333 GROSSE JEW SKY;10907306;10907306;0;0;(null);(null)
653;G19253 GROSSE UK LTD;10907201;10907201;0;0;(null);(null)
654;G29001 GRADIENT;10969784;10969784;0;0;(null);(null)
655;G33315 ANNICK GOUTAL ESTERK;21453622;21453622;0;0;(null);(null)
656;G333666 GOLDKENN;11139624;11139624;0;0;(null);(null)
657;G55545 GENERLUX TRADING SA;10907259;10907259;0;0;(null);(null)
658;G73611 W.GRANT & SONS;10907202;10907202;0;0;(null);(null)
659;G88898 GLENMORANGE;11106590;11106590;0;0;(null);(null)
660;G93125 GUERLAIN SKY;10907396;10907396;0;0;(null);(null)
661;G98765 GOURJI ITALY(EURO);35051453;35051453;0;0;(null);(null)
662;GG12345 GOLDEN GRAIL LTD;10907203;10907203;0;0;(null);(null)
663;GREATWELL INVESTMENTS LTD;36940093;36940093;0;0;(null);(null)
664;GU12345 SOCRAFI SERVICES SA;10907362;10907362;0;0;(null);(null)
665;H10001 HUGO BOSS FASHION SKY;10907260;10907260;0;0;(null);(null)
666;H10002 HASBRO HUNGARY LTD;10907261;10907261;0;0;(null);(null)
667;H10018 HARRISON MUSIC IRL;10907307;10907307;0;0;(null);(null)
668;H10023 HENNESSY COGNAC;10907204;10907204;0;0;(null);(null)
669;H10027 HERMES FASHION;10907205;10907205;0;0;(null);(null)
670;H10034 HARRISON VIDEO USD AC;10923892;10923892;0;0;(null);(null)
671;H10052 HERMES SKY;10922001;10922001;0;0;(null);(null)
672;H10053 HERMES PARFUMS;10907206;10907206;0;0;(null);(null)
673;H10055 HARRISON HUNTER;10907308;10907308;0;0;(null);(null)
674;H10063 HARRISON MUSIC USD;10907456;10907456;0;0;(null);(null)
675;H10065 HARRISON MUSIC STG;10923851;10923851;0;0;(null);(null)
676;H10066 DEL MANBOW FINANCE;10907562;10907562;0;0;(null);(null)
677;H22222 HASLACH GMBH;10907563;10907563;0;0;(null);(null)
678;H45812 HAMMER+SOHNE;10907564;10907564;0;0;(null);(null)
679;H50050 T.HILFIGER E.LAUDER;10907363;10907363;0;0;(null);(null)
680;H99999 ED HARDY;15218200;15218200;0;0;(null);(null)
681;I10011 IBB;10907364;10907364;0;0;(null);(null)
682;I10050 IBB UK;10907505;10907505;0;0;(null);(null)
683;I10099 IRAKLIS KALLISTHENIS;10907397;10907397;0;0;(null);(null)
684;I10111 ARTIS ORBIC - IRISH D;10907309;10907309;0;0;(null);(null)
685;I11112 ISA SPA;10907506;10907506;0;0;(null);(null)
686;I23456 ISF INTERNATIONAL SPIRITUS FORUM GMBH;12608284;12608284;0;0;(null);(null)
687;I42782 IRISH DRESDEN;10907310;10907310;0;0;(null);(null)
688;IFD001 IFD LIMITED;22584136;22584136;0;0;(null);(null)
689;IRISHBAR;10907207;10907207;0;I_SUP192;(null);(null)
690;J10027 JACOBS SUCHARD DM ACC;10907311;10907311;0;0;(null);(null)
691;J10029 JANNEAU;10907398;10907398;0;0;(null);(null)
692;J33456 JSL SPEDITION GMBH;10923361;10923361;0;0;(null);(null)
693;J44411 JOHN VARVATOS ESTERK;23830921;23830921;0;0;(null);(null)
694;J78321 JAPAN TOBACCO INT CO;10907565;10907565;0;0;(null);(null)
695;J88833 JOSE CUERVO;45125361;45125361;0;0;(null);(null)
696;J99998 MONDELEZ WORLD TRAVEL RETAIL LLC;10907312;10907312;15861659;0;(null);(null)
697;JF12345 JACQUES FAREL;33687151;33687151;0;0;(null);(null)
698;JFM PREMIUM PRODUCTS SARL;33274098;33274098;0;0;(null);(null)
699;JK34211 JACQUES LEMAN WATCHES;10907366;10907366;0;O_SUP221;(null);(null)
700;JSL SPEDITION;36919351;36919351;0;0;(null);(null)
701;K KARL LAGERFELD;22575125;22575125;0;0;(null);(null)
702;K00001 KOALA WINES;10923930;10923930;0;0;(null);(null)
703;K00002 TRAFALGAR FOODS;10907399;10907399;0;0;(null);(null)
704;K10000 KASKAD OOO;19155871;19155871;0;0;(null);(null)
705;K10028 KENZO PARFUMS;10907313;10907313;15768570;0;(null);(null)
706;K10029 KENZO SKY;10907263;10907263;0;0;(null);(null)
707;K10030 KAZUMIAN BELGIUM BVBA;10907314;10907314;0;0;(null);(null)
708;K10047 KASMET SHASTYE;10907458;10907458;0;0;(null);(null)
709;K11011 KOLBER WATCHES;10907315;10907315;0;0;(null);(null)
710;K12345 KENZO JEW SKY;10907400;10907400;0;0;(null);(null)
711;K15300 KONZERN GROUP SOYUZ;10924091;10924091;0;0;(null);(null)
712;K15300+ KONZERN GROUP SOYUZ;10907209;10907209;0;0;(null);(null)
713;K20330 KAVALLARIS A LTD;10907567;10907567;0;0;(null);(null)
714;K23456 N.R.G. KOLOS CORPORATION OOO;21740298;21740298;0;0;(null);(null)
715;K33355 KORONA OOO;23815605;23815605;0;0;(null);(null)
716;K34567 K KARL LAGERFELD;22573305;22573305;0;0;(null);(null)
717;K35818 KAMCHADAL ZAO;21946809;21946809;0;0;(null);(null)
718;K50050 KONSTANTINOPOLSKAYA;10907367;10907367;0;0;(null);(null)
719;K55543 K&K;24141551;24141551;0;0;(null);(null)
720;K55555 KIPLING EUROPE DIVISION;10907401;10907401;0;O_SUP332;(null);(null)
721;K66666 KONFAEL JCS;10907210;10907210;16223626;0;(null);(null)
722;K99988 NANSECK KRAUS & CO;10907402;10907402;0;0;(null);(null)
723;K99996 ODINTSOVSKAYA COND FABRICA;10907568;10907568;0;0;(null);(null)
724;KL12345 KEEL TOYS;32311264;32311264;0;0;(null);(null)
725;KO22215 KONIC OOO;26194156;26194156;0;0;(null);(null)
726;KZ139 KENZO JEW;10907211;10907211;0;0;(null);(null)
727;KZ6666 KENZO FASHION;11039705;11039705;0;0;(null);(null)
728;L'OREAL;12143309;12143309;0;O_SUP024;(null);(null)
729;L00000 ESTEE LAUDER DKNY SKY;10907212;10907212;0;0;(null);(null)
730;L00002 ESTEE LAUDER CLINIQUE;10907213;10907213;0;0;(null);(null)
731;L00004 MICHAEL KORS E.LAUDER;10923929;10923929;0;0;(null);(null)
732;L00005 ARAMIS E.LAUDER;10907403;10907403;0;0;(null);(null)
733;L00006 MISSONI E.LAUDER;11584055;11584055;0;0;(null);(null)
734;L02057 ARDEN LAGERFELD;10907265;10907265;0;0;(null);(null)
735;L02058 ELIZABETH ARDEN SKY;10907404;10907404;0;0;(null);(null)
736;L10001 LLADRO;10907317;10907317;0;0;(null);(null)
737;L10003 LANVIN EURO;10907368;10907368;0;0;(null);(null)
738;L100050 LA POUYADE;10907569;10907569;0;0;(null);(null)
739;L10007 LONDON PEARL COMPANY;10907510;10907510;0;0;(null);(null)
740;L10030 LA SETA MANTERO;10907511;10907511;10902959;O_SUP423;(null);(null)
742;L10047 LOUIS ROEDERER S.A.;10907214;10907214;0;0;(null);(null)
743;L11112 LULU GUINNESS SKY;10907216;10907216;0;0;(null);(null)
744;L11119 LF CONSALTING LTD;10920039;10920039;0;0;(null);(null)
745;L12000 LIBERTY;10923957;10923957;0;0;(null);(null)
746;L14808 LANCEL SKY;10907408;10907408;0;0;(null);(null)
747;L16872 ESTEE LAUDER PARFUME;10907266;10907266;15982202;0;(null);(null)
748;L16873 ESTEE LAUDER SKY;10907319;10907319;0;0;(null);(null)
749;L20014 LANCASTER SKY;10907570;10907570;0;0;(null);(null)
750;L33312 LEXIIM OOO;32095286;32095286;0;0;(null);(null)
751;L33356 LADOGA;37950582;37950582;0;0;(null);(null)
752;L40433 LONGINES;10907217;10907217;0;0;(null);(null)
753;L55545 LUXOTTICA EURO;10907320;10907320;10902957;0;(null);(null)
754;L70583 LIR CHOCS MARY WHITE;10924096;10924096;0;0;(null);(null)
755;L76543 LANVIN SUNGLASSES;33716588;33716588;0;0;(null);(null)
756;L88888 GRAND CITY OOO;10924079;10924079;0;0;(null);(null)
757;L99989 LEGO OVERSEAS A/S;10907513;10907513;15087679;0;(null);(null)
758;LA55516 LAMY-ALD INT;24329398;24329398;0;0;(null);(null)
759;LES CONTES;40530128;40530128;0;0;(null);(null)
760;LG3333+ LINIYA-GRAFIK ZAO;20251636;20251636;0;0;(null);(null)
761;LL1234 LOLITA LEMPICKA ESTERK;24224617;24224617;0;0;(null);(null)
762;LU124 LUKAS;10907571;10907571;0;0;(null);(null)
763;LVMH;24207805;24207805;0;0;(null);(null)
764;LW20005 LOEWE PERFUMES;29202341;29202341;0;0;(null);(null)
765;M00001 MONT BLANC P&G;10907459;10907459;0;0;(null);(null)
766;M00056 PRICILLA CHAN;10924083;10924083;0;0;(null);(null)
767;M10010 MOBILE ENERGY;10940038;10940038;0;0;(null);(null)
768;M10043 MONT BLANC INT BV;10907460;10907460;0;0;(null);(null)
769;M10045 MEUKOW FELINE COGNAC;10907321;10907321;0;O_SUP500;(null);(null)
770;M10049 MARS HOLLAND;10924084;10924084;15900160;0;(null);(null)
771;M10052 M.BOWMORE SCOTCH WHISKY;10924092;10924092;0;0;(null);(null)
772;M10066 MS HOLDING AMBER;10924085;10924085;0;0;(null);(null)
773;M10066+ MS HOLDING PLUS;10924081;10924081;0;0;(null);(null)
774;M10088 MARNE & CHAMPAGNE DIFFUSION;10924086;10924086;0;O_SUP522;(null);(null)
775;M10092 MEISER CONSULTANCY;10907574;10907574;0;0;(null);(null)
776;M10094 MARKET CONNECTION EURO SKY;10924104;10924104;0;0;(null);(null)
777;M10095 WRIGHT MARKET CONN JEW;10924103;10924103;0;0;(null);(null)
778;M10097 MOET & CHANDON;10907575;10907575;0;0;(null);(null)
779;M10980 MAJORICA EURO;10907324;10907324;0;0;(null);(null)
780;M11100 MARC ROZIER;10907514;10907514;0;0;(null);(null)
781;M11111 C.I.T.A.;10907515;10907515;0;0;(null);(null)
782;M11194 MARKET CONNECTION USD SKY;10924105;10924105;0;0;(null);(null)
783;M11555 MANCERA ESTERK;32455976;32455976;0;0;(null);(null)
784;M12333 MARCO FANTINI;10970781;10970781;0;0;(null);(null)
785;M12345 MAJORICA PSTA SKY;10907219;10907219;0;0;(null);(null)
787;M13579 MDB TE GROUP;10907576;10907576;0;0;(null);(null)
788;M15360 MANAKAS;10907577;10907577;0;0;(null);(null)
789;M16789 лъцйхи лхп OOO;27137465;27137465;0;0;(null);(null)
790;M33312 AS-MARKET;23768789;23768789;0;0;(null);(null)
791;M44118 MARCO POLO;10907517;10907517;0;0;(null);(null)
792;M47777 MILUS WEINER WATCH GROUP;13595690;13595690;0;0;(null);(null)
793;M51047 MISAKI VT LTD SKY;10907414;10907414;0;0;(null);(null)
794;M54321 MARCOLIN;10907415;10907415;11103527;0;(null);(null)
795;M55511 TOBACCO MARKETING MU;19116074;19116074;0;0;(null);(null)
796;M73579 RAYMOND WEIL WATCHES;10907270;10907270;0;0;(null);(null)
797;M88888 MAGESTIC IMPEKS OOO;10923966;10923966;0;0;(null);(null)
798;M99979 MATTEL EUROPA;10907518;10907518;0;0;(null);(null)
799;M99980 MAJORICA S.A.;10907579;10907579;0;0;(null);(null)
800;N10002 N.RICCI COUTURE EURO;10907220;10907220;0;0;(null);(null)
801;N10003 N.RICCI COUTURE FFR;10923906;10923906;0;0;(null);(null)
802;N10011 SAFILO;10907519;10907519;0;0;(null);(null)
803;N10020 NUOVA MOKAS SRL;10923864;10923864;0;0;(null);(null)
804;N10022 N.RICCI SKY;10907520;10907520;0;0;(null);(null)
805;N10031 NORIKO IRELAND LTD;10907326;10907326;0;0;(null);(null)
806;N12333+ NASLEDIE;21910627;21910627;0;0;(null);(null)
807;N12345 NASLEDIE OOO;22422552;22422552;0;0;(null);(null)
808;N15150 NEMIROFF COMPANY;10907271;10907271;0;0;(null);(null)
809;N15336 NIKE LLC (RUSSIA);14325868;14325868;0;0;(null);(null)
810;N34420 NESTLE WORLD TRADE;10907521;10907521;0;0;(null);(null)
811;NAVI PLU;41947840;41947840;0;0;(null);(null)
812;NB0001 NOUVELLE BAGUE;36316569;36316569;0;0;(null);(null)
813;O10001 ORO VITCHENZA;10907522;10907522;0;0;(null);(null)
814;O10005 CAROLE PLUS GOLDOAK;10907272;10907272;0;0;(null);(null)
815;O10006 MERAKETECH;10907416;10907416;0;0;(null);(null)
816;O10096 CLARISONIC PBI;45121114;45121114;0;0;(null);(null)
817;O20770 OST-ALKO;10907371;10907371;0;0;(null);(null)
818;O99911 OLD PARFUME;25883873;25883873;0;0;(null);(null)
819;O99999 OAKLEY;15218729;15218729;0;0;(null);(null)
820;OX162 OXYGEN SKY;10907327;10907327;0;0;(null);(null)
821;P&G;12143016;12143016;0;0;(null);(null)
822;P00555 PEPSI CO;10907372;10907372;0;0;(null);(null)
823;P05322 PACO RABANNE SKY;10907273;10907273;0;0;(null);(null)
824;P10001 PREMIER PORTFOLIO EURO SKY;10907462;10907462;0;0;(null);(null)
825;P10055 VALORA TRADE DENMARK;10907526;10907526;0;0;(null);(null)
826;P10078 CACHAREL PBI;10907274;10907274;14877524;0;(null);(null)
827;P10079 RALPH LAUREN PBI;10907329;10907329;16223582;0;(null);(null)
828;P10080 GIORGIO ARMANI PBI;10907463;10907463;14877523;O_SUP072;(null);(null)
829;P10081 PALOMA PICASSO PBI;10907222;10907222;16177698;0;(null);(null)
830;P10082 GUY LAROCHE PBI;10907417;10907417;0;0;(null);(null)
831;P10099 HELENA RUBINSTEIN PBI;10907275;10907275;15981229;0;(null);(null)
834;P10997 LA PRAIRIE SKY;10922057;10922057;0;0;(null);(null)
835;P11000 POLYOT WATCHES;10907582;10907582;0;0;(null);(null)
836;P11100 PRADA SKY;10907527;10907527;0;0;(null);(null)
837;P11111 PORTSELAN;10907583;10907583;0;0;(null);(null)
838;P11112 PIA PRETOR;10907419;10907419;0;0;(null);(null)
839;P12345 P.KOASTAS & CIE EVEE;10907464;10907464;0;0;(null);(null)
840;P14673 LANCOME PBI;10907584;10907584;15192910;0;(null);(null)
841;P14674 L'OREAL PBI SKY;10907585;10907585;0;0;(null);(null)
842;P15548 CARTIER PARFUME;10907276;10907276;0;0;(null);(null)
843;P15789 PROGRESS-PLUS OOO;18424894;18424894;0;0;(null);(null)
