"LOC_ID";"QTY";"RETAIL";"COSTB";"RETAIL_AMOUNT";"COST_AMOUNT_B";"COST_AMOUNT_ALT";"COST_AMOUNT_ALT1";"GOOD_ID";"DATE_ID";"SUPPLY_NAME";"SUPPLY_DATE";"SUPPLY_QTY";"SUPCOST_AMOUNT_B";"SUPCOST_AMOUNT_ALT"
15511191;240.0;50.0;61.07;12000.0;14656.8;360.72;475.68;1677170;01.01.2013 0:00:00;"21409";25.12.2012 0:00:00;240.0;0.0;0.0
11263292;63.0;50.0;61.07;3150.0;3847.41;94.69;122.41;1677170;01.01.2013 0:00:00;"20793";30.10.2012 0:00:00;120.0;0.0;0.0
15511191;60.0;50.0;61.07;3000.0;3664.2;90.54;119.1;1677170;01.01.2013 0:00:00;"21305";18.12.2012 0:00:00;60.0;0.0;0.0
15511191;48.0;50.0;61.07;2400.0;2931.36;73.06;94.18;1677170;01.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
11263292;12.0;50.0;61.07;600.0;732.84;18.26;23.54;1677170;01.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
11263292;3.0;30.0;0.0;90.0;61.07;1.51;1.99;1677171;01.01.2013 0:00:00;"21398";24.12.2012 0:00:00;3.0;0.0;0.0
11263292;1.0;150.0;33.24;150.0;40.45;1.01;1.3;1677182;01.01.2013 0:00:00;"21010";23.11.2012 0:00:00;1.0;0.0;0.0
11263292;60.0;150.0;33.24;9000.0;1738.38;42.78;56.52;1677182;01.01.2013 0:00:00;"21345";21.12.2012 0:00:00;60.0;0.0;0.0
11263292;30.0;150.0;33.24;4500.0;1215.21;30.33;39.72;1677182;01.01.2013 0:00:00;"21260";14.12.2012 0:00:00;40.0;0.0;0.0
11263292;20.0;150.0;33.24;3000.0;579.46;14.54;18.78;1677182;01.01.2013 0:00:00;"21210";11.12.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;150.0;33.24;9000.0;1738.38;43.2;57.24;1677182;01.01.2013 0:00:00;"21479";30.12.2012 0:00:00;60.0;0.0;0.0
