"LOC_ID";"QTY";"RETAIL";"COSTB";"RETAIL_AMOUNT";"COST_AMOUNT_B";"COST_AMOUNT_ALT";"COST_AMOUNT_ALT1";"GOOD_ID";"DATE_ID";"SUPPLY_NAME";"SUPPLY_DATE";"SUPPLY_QTY";"SUPCOST_AMOUNT_B";"SUPCOST_AMOUNT_ALT"
13928046;131.0;50.0;24.78;6550.0;3246.18;79.91;105.59;1674196;02.01.2013 0:00:00;"21338";21.12.2012 0:00:00;1296.0;0.0;0.0
11263292;108.0;335.0;126.43;36180.0;13654.01;338.58;446.36;1676927;02.01.2013 0:00:00;"21440";26.12.2012 0:00:00;2160.0;0.0;0.0
15511191;1680.0;335.0;126.43;562800.0;212395.68;5266.8;6943.44;1676927;02.01.2013 0:00:00;"21440";26.12.2012 0:00:00;2160.0;0.0;0.0
11263292;24.0;150.0;62.11;3600.0;1490.62;37.08;48.17;1676928;02.01.2013 0:00:00;"21072";28.11.2012 0:00:00;24.0;0.0;0.0
15511191;24.0;120.0;62.11;2880.0;1490.64;36.96;48.72;1676928;02.01.2013 0:00:00;"21440";26.12.2012 0:00:00;24.0;0.0;0.0
11263292;1.0;150.0;62.11;150.0;62.11;1.54;2.02;1676928;02.01.2013 0:00:00;"20642";18.10.2012 0:00:00;24.0;0.0;0.0
15511191;24.0;160.0;75.0;3840.0;1800.02;44.78;58.18;1676929;02.01.2013 0:00:00;"21072";28.11.2012 0:00:00;24.0;0.0;0.0
11263292;27.0;160.0;75.0;4320.0;2025.0;49.84;64.56;1676929;02.01.2013 0:00:00;"20802";02.11.2012 0:00:00;96.0;0.0;0.0
15511191;72.0;160.0;75.0;11520.0;5472.0;135.65;178.85;1676929;02.01.2013 0:00:00;"21440";26.12.2012 0:00:00;72.0;0.0;0.0
11263292;20.0;195.0;0.0;3900.0;1264.26;31.42;41.62;1676952;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;50.0;0.0;0.0
11263292;30.0;200.0;44.05;6000.0;1667.61;41.34;54.72;1677027;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;30.0;0.0;0.0
11263292;20.0;200.0;44.05;4000.0;1111.74;27.56;36.48;1677027;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;20.0;0.0;0.0
11263292;5.0;200.0;44.05;1000.0;233.47;5.83;7.49;1677027;02.01.2013 0:00:00;"20567";12.10.2012 0:00:00;10.0;0.0;0.0
11263292;29.0;200.0;44.05;5800.0;1612.02;40.25;52.66;1677027;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;30.0;0.0;0.0
11263292;60.0;300.0;54.31;18000.0;7560.24;186.12;245.4;1677028;02.01.2013 0:00:00;"21413";25.12.2012 0:00:00;60.0;0.0;0.0
11263292;80.0;300.0;54.31;24000.0;6820.48;167.92;221.44;1677028;02.01.2013 0:00:00;"21413";25.12.2012 0:00:00;80.0;0.0;0.0
11263292;27.0;300.0;54.31;8100.0;4595.86;113.89;148.69;1677028;02.01.2013 0:00:00;"21157";07.12.2012 0:00:00;27.0;0.0;0.0
11263292;42.0;300.0;54.31;12600.0;3580.75;88.58;113.06;1677028;02.01.2013 0:00:00;"20983";20.11.2012 0:00:00;60.0;0.0;0.0
11263292;11.0;300.0;54.31;3300.0;1930.31;47.75;60.95;1677028;02.01.2013 0:00:00;"20983";20.11.2012 0:00:00;42.0;0.0;0.0
11263292;28.0;300.0;54.31;8400.0;4766.08;118.97;155.74;1677028;02.01.2013 0:00:00;"21263";14.12.2012 0:00:00;28.0;0.0;0.0
11263292;40.0;300.0;54.31;12000.0;5040.16;125.8;164.68;1677028;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;40.0;0.0;0.0
11263292;20.0;300.0;54.31;6000.0;1040.36;25.98;34.0;1677028;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;20.0;0.0;0.0
11263292;20.0;300.0;54.31;6000.0;1210.78;30.22;39.56;1677028;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;20.0;0.0;0.0
11263292;60.0;300.0;54.31;18000.0;5115.42;127.68;167.16;1677028;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;28.0;300.0;54.31;8400.0;2474.28;61.77;80.84;1677028;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;28.0;0.0;0.0
11263292;19.0;300.0;54.31;5700.0;2855.7;70.98;94.03;1677028;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;30.0;0.0;0.0
11263292;40.0;300.0;54.31;12000.0;5064.76;125.88;166.76;1677028;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;40.0;0.0;0.0
11263292;19.0;300.0;54.31;5700.0;1619.86;40.32;52.54;1677028;02.01.2013 0:00:00;"21133";04.12.2012 0:00:00;60.0;0.0;0.0
11263292;39.0;300.0;54.31;11700.0;4938.14;123.05;158.61;1677028;02.01.2013 0:00:00;"21042";25.11.2012 0:00:00;39.0;0.0;0.0
11263292;60.0;300.0;54.31;18000.0;7560.24;189.78;244.92;1677028;02.01.2013 0:00:00;"21210";11.12.2012 0:00:00;60.0;0.0;0.0
11263292;239.0;200.0;60.3;47800.0;17156.85;425.18;562.85;1677029;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;239.0;0.0;0.0
11263292;1.0;200.0;60.3;200.0;72.03;1.79;2.36;1677029;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;1.0;0.0;0.0
11263292;54.0;200.0;60.3;10800.0;3876.44;95.8;125.98;1677029;02.01.2013 0:00:00;"21303";18.12.2012 0:00:00;240.0;0.0;0.0
11263292;1.0;200.0;60.3;200.0;72.5;1.81;2.35;1677029;02.01.2013 0:00:00;"21133";04.12.2012 0:00:00;240.0;0.0;0.0
11263292;3.0;200.0;60.3;600.0;222.18;5.51;7.29;1677029;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;42.0;0.0;0.0
11263292;240.0;200.0;60.3;48000.0;17229.12;428.4;567.36;1677029;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;240.0;0.0;0.0
11263292;569.0;90.0;9.91;51210.0;6299.97;156.48;207.69;1677032;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;690.0;0.0;0.0
11263292;1.0;90.0;9.91;90.0;11.34;0.28;0.37;1677032;02.01.2013 0:00:00;"21345";21.12.2012 0:00:00;1.0;0.0;0.0
11263292;3.0;90.0;9.91;270.0;32.61;0.82;1.06;1677032;02.01.2013 0:00:00;"21210";11.12.2012 0:00:00;460.0;0.0;0.0
11263292;57.0;135.0;0.0;7695.0;1075.53;26.51;35.0;1677107;02.01.2013 0:00:00;"21398";24.12.2012 0:00:00;220.0;0.0;0.0
11263292;300.0;135.0;0.0;40500.0;5721.6;142.2;188.4;1677107;02.01.2013 0:00:00;"21483";30.12.2012 0:00:00;300.0;0.0;0.0
11263292;161.0;165.0;0.0;26565.0;3070.59;76.31;101.11;1677158;02.01.2013 0:00:00;"21483";30.12.2012 0:00:00;250.0;0.0;0.0
11263292;8.0;340.0;0.0;2720.0;662.86;16.34;21.58;1677159;02.01.2013 0:00:00;"21398";24.12.2012 0:00:00;119.0;0.0;0.0
11263292;120.0;340.0;0.0;40800.0;9942.96;247.2;327.36;1677159;02.01.2013 0:00:00;"21478";30.12.2012 0:00:00;120.0;0.0;0.0
11263292;15.0;340.0;0.0;5100.0;1015.08;25.23;33.42;1677160;02.01.2013 0:00:00;"21478";30.12.2012 0:00:00;15.0;0.0;0.0
15511191;2.0;200.0;157.68;400.0;315.36;7.7;9.99;1677164;02.01.2013 0:00:00;"20291";21.09.2012 0:00:00;2.0;0.0;0.0
15511191;1.0;200.0;157.68;200.0;157.68;4.06;5.35;1677164;02.01.2013 0:00:00;"18774";24.04.2012 0:00:00;2.0;0.0;0.0
11263292;60.0;50.0;7.6;3000.0;510.0;12.6;16.62;1677167;02.01.2013 0:00:00;"21387";23.12.2012 0:00:00;60.0;0.0;0.0
11263292;60.0;50.0;7.6;3000.0;510.0;12.66;16.8;1677167;02.01.2013 0:00:00;"21482";30.12.2012 0:00:00;60.0;0.0;0.0
11263292;40.0;50.0;7.6;2000.0;340.0;8.4;11.04;1677167;02.01.2013 0:00:00;"21303";18.12.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;50.0;7.6;3000.0;510.0;12.72;16.68;1677167;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;20.0;50.0;7.6;1000.0;152.0;3.74;4.82;1677167;02.01.2013 0:00:00;"20758";28.10.2012 0:00:00;20.0;0.0;0.0
11263292;20.0;50.0;7.6;1000.0;152.0;3.76;4.92;1677167;02.01.2013 0:00:00;"21158";07.12.2012 0:00:00;20.0;0.0;0.0
11263292;35.0;50.0;7.6;1750.0;297.5;7.42;9.66;1677167;02.01.2013 0:00:00;"21129";04.12.2012 0:00:00;160.0;0.0;0.0
11263292;60.0;50.0;7.6;3000.0;510.0;12.66;16.8;1677167;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;60.0;0.0;0.0
11263292;90.0;120.0;0.0;10800.0;1485.0;36.9;48.87;1677169;02.01.2013 0:00:00;"21483";30.12.2012 0:00:00;160.0;0.0;0.0
15511191;240.0;50.0;61.07;12000.0;14656.8;360.72;475.68;1677170;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;240.0;0.0;0.0
11263292;12.0;50.0;61.07;600.0;732.84;18.26;23.54;1677170;02.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
15511191;48.0;50.0;61.07;2400.0;2931.36;73.06;94.18;1677170;02.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
11263292;63.0;50.0;61.07;3150.0;3847.41;94.69;122.41;1677170;02.01.2013 0:00:00;"20793";30.10.2012 0:00:00;120.0;0.0;0.0
15511191;60.0;50.0;61.07;3000.0;3664.2;90.54;119.1;1677170;02.01.2013 0:00:00;"21305";18.12.2012 0:00:00;60.0;0.0;0.0
11263292;3.0;30.0;0.0;90.0;61.07;1.51;1.99;1677171;02.01.2013 0:00:00;"21398";24.12.2012 0:00:00;3.0;0.0;0.0
11263292;60.0;150.0;33.24;9000.0;1738.38;43.2;57.24;1677182;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;60.0;0.0;0.0
11263292;60.0;150.0;33.24;9000.0;1738.38;42.78;56.52;1677182;02.01.2013 0:00:00;"21345";21.12.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;150.0;33.24;150.0;40.45;1.01;1.3;1677182;02.01.2013 0:00:00;"21010";23.11.2012 0:00:00;1.0;0.0;0.0
11263292;10.0;150.0;33.24;1500.0;405.07;10.11;13.24;1677182;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;150.0;33.24;9000.0;2430.42;60.42;80.04;1677182;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;60.0;0.0;0.0
11263292;3.0;150.0;74.03;450.0;193.85;4.79;6.0;1677184;02.01.2013 0:00:00;"20071";31.08.2012 0:00:00;60.0;0.0;0.0
11263292;49.0;150.0;74.03;7350.0;3324.55;82.12;108.05;1677184;02.01.2013 0:00:00;"21303";18.12.2012 0:00:00;60.0;0.0;0.0
11263292;40.0;150.0;74.03;6000.0;2713.92;67.48;89.36;1677184;02.01.2013 0:00:00;"21479";30.12.2012 0:00:00;40.0;0.0;0.0
11263292;26.0;200.0;40.35;5200.0;1025.7;25.19;32.58;1677185;02.01.2013 0:00:00;"20758";28.10.2012 0:00:00;40.0;0.0;0.0
11263292;20.0;200.0;40.35;4000.0;887.24;21.98;29.1;1677185;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;20.0;0.0;0.0
11263292;20.0;350.0;60.51;7000.0;4665.02;115.62;153.04;1677187;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;20.0;0.0;0.0
11263292;2.0;350.0;60.51;700.0;466.5;11.65;14.97;1677187;02.01.2013 0:00:00;"21010";23.11.2012 0:00:00;40.0;0.0;0.0
11263292;79.0;350.0;60.51;27650.0;15045.0;372.8;486.72;1677187;02.01.2013 0:00:00;"21158";07.12.2012 0:00:00;79.0;0.0;0.0
11263292;66.0;350.0;60.51;23100.0;12106.45;299.97;391.64;1677187;02.01.2013 0:00:00;"21158";07.12.2012 0:00:00;80.0;0.0;0.0
11263292;60.0;350.0;60.51;21000.0;13994.88;349.32;457.32;1677187;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;350.0;60.51;350.0;190.39;4.72;6.16;1677187;02.01.2013 0:00:00;"21158";07.12.2012 0:00:00;1.0;0.0;0.0
11263292;60.0;350.0;60.51;21000.0;10428.3;260.34;340.74;1677187;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;60.0;0.0;0.0
11263292;27.0;350.0;60.51;9450.0;4692.74;117.23;150.63;1677187;02.01.2013 0:00:00;"21011";23.11.2012 0:00:00;40.0;0.0;0.0
11263292;40.0;350.0;60.51;14000.0;8583.6;212.72;281.6;1677187;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;40.0;0.0;0.0
11263292;2.0;200.0;51.79;400.0;112.08;2.81;3.52;1677189;02.01.2013 0:00:00;"20012";28.08.2012 0:00:00;80.0;0.0;0.0
11263292;69.0;200.0;51.79;13800.0;3905.4;97.15;125.93;1677189;02.01.2013 0:00:00;"21066";27.11.2012 0:00:00;80.0;0.0;0.0
11263292;55.0;150.0;54.31;8250.0;3610.59;89.49;116.82;1677190;02.01.2013 0:00:00;"21158";07.12.2012 0:00:00;75.0;0.0;0.0
11263292;31.0;150.0;54.31;4650.0;1485.8;37.08;48.55;1677190;02.01.2013 0:00:00;"21260";14.12.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;150.0;54.31;9000.0;2875.74;71.28;94.32;1677190;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;60.0;0.0;0.0
11263292;60.0;150.0;54.31;9000.0;3802.38;94.26;124.74;1677190;02.01.2013 0:00:00;"21470";28.12.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;150.0;54.31;150.0;63.68;1.58;2.06;1677190;02.01.2013 0:00:00;"20481";07.10.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;150.0;54.31;150.0;47.89;1.18;1.53;1677190;02.01.2013 0:00:00;"20828";03.11.2012 0:00:00;1.0;0.0;0.0
11263292;5.0;150.0;54.31;750.0;328.24;8.11;10.46;1677190;02.01.2013 0:00:00;"20828";03.11.2012 0:00:00;30.0;0.0;0.0
15511191;120.0;120.0;127.79;14400.0;15334.8;377.52;497.76;1677194;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;120.0;0.0;0.0
11263292;23.0;120.0;127.79;2760.0;2939.17;72.36;93.5;1677194;02.01.2013 0:00:00;"20793";30.10.2012 0:00:00;60.0;0.0;0.0
15511191;24.0;120.0;127.79;2880.0;3066.96;76.42;98.52;1677194;02.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
15511191;60.0;120.0;127.79;7200.0;7667.4;189.48;249.18;1677194;02.01.2013 0:00:00;"21305";18.12.2012 0:00:00;60.0;0.0;0.0
11263292;36.0;120.0;127.79;4320.0;4600.44;114.62;147.78;1677194;02.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;180.0;220.54;180.0;185.0;4.69;6.15;1677195;02.01.2013 0:00:00;"17964";08.02.2012 0:00:00;1.0;0.0;0.0
15511191;1.0;180.0;220.54;180.0;220.54;5.5;7.08;1677195;02.01.2013 0:00:00;"21037";24.11.2012 0:00:00;1.0;0.0;0.0
15511191;1.0;1000.0;674.97;1000.0;674.97;16.62;21.91;1677199;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;1.0;0.0;0.0
15511191;1.0;2000.0;1265.55;2000.0;1265.55;31.15;41.08;1677200;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;1.0;0.0;0.0
15511191;108.0;50.0;46.32;5400.0;5002.56;123.66;162.54;1677201;02.01.2013 0:00:00;"21305";18.12.2012 0:00:00;360.0;0.0;0.0
15511191;360.0;50.0;46.32;18000.0;16675.2;410.4;541.44;1677201;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;360.0;0.0;0.0
15511191;180.0;50.0;46.31;9000.0;8335.8;205.92;270.9;1677202;02.01.2013 0:00:00;"21305";18.12.2012 0:00:00;360.0;0.0;0.0
15511191;360.0;50.0;46.31;18000.0;16671.6;410.4;541.08;1677202;02.01.2013 0:00:00;"21409";25.12.2012 0:00:00;360.0;0.0;0.0
11263292;1.0;95.0;51.11;95.0;51.11;1.27;1.68;1678365;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;60.0;0.0;0.0
11263292;27.0;155.0;100.55;4185.0;2714.8;67.47;89.37;1678367;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;60.0;0.0;0.0
11263292;5.0;205.0;125.26;1025.0;626.29;15.57;20.62;1678368;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;25.0;0.0;0.0
11263292;3.0;205.0;110.73;615.0;332.19;8.26;10.94;1678369;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;25.0;0.0;0.0
11263292;1.0;65.0;24.85;65.0;24.85;0.62;0.82;1678371;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;6.0;0.0;0.0
11263292;2.0;150.0;167.87;300.0;335.73;8.35;11.05;1678373;02.01.2013 0:00:00;"21480";31.12.2012 0:00:00;2.0;0.0;0.0
11263292;1.0;150.0;167.87;150.0;167.87;4.16;5.49;1678373;02.01.2013 0:00:00;"21415";26.12.2012 0:00:00;1.0;0.0;0.0
11263292;1.0;150.0;167.87;150.0;167.87;4.17;5.53;1678373;02.01.2013 0:00:00;"21466";29.12.2012 0:00:00;1.0;0.0;0.0
11263292;1.0;150.0;167.87;150.0;167.87;4.17;5.53;1678373;02.01.2013 0:00:00;"21474";30.12.2012 0:00:00;1.0;0.0;0.0
11263292;15.0;250.0;0.0;3750.0;1475.93;36.69;48.6;1678374;02.01.2013 0:00:00;"21499";02.01.2013 0:00:00;20.0;0.0;0.0
11263292;8.0;65.0;26.43;520.0;211.44;5.26;6.96;1678383;02.01.2013 0:00:00;"21496";02.01.2013 0:00:00;20.0;0.0;0.0
11263293;1.0;2900.0;2214.43;2900.0;2214.43;58.85;72.62;1678388;02.01.2013 0:00:00;"12816";31.05.2010 0:00:00;1.0;0.0;0.0
