Division_Code;PLU;Barcode;Blocked
16;711708;2000007117082;0
16;711709;2000007117099;0
16;711710;2000007117105;0
16;711711;2000007117112;0
16;711712;2000007117129;0
16;711713;2000007117136;0
16;711714;2000007117143;0
16;711715;2000007117150;0
16;711716;2000007117167;0
16;711717;2000007117174;0
16;711718;2000007117181;0
16;711719;2000007117198;0
16;711720;2000007117204;0
16;711721;2000007117211;0
16;711729;2000007117297;0
16;711730;2000007117303;0
16;711734;2000007117341;0
16;711735;2000007117358;0
16;711736;2000007117365;0
16;711737;2000007117372;0
16;711738;2000007117389;0
16;711739;2000007117396;0
16;711740;2000007117402;0
16;711741;2000007117419;0
16;711742;2000007117426;0
16;711743;2000007117433;0
16;711744;2000007117440;0
16;711745;2000007117457;0
16;711746;2000007117464;0
16;711747;2000007117471;0
16;711748;2000007117488;0
16;711749;2000007117495;0
16;711750;2000007117501;0
16;711751;2000007117518;0
16;711752;2000007117525;0
16;711753;2000007117532;0
16;711983;2000007119833;0
16;711985;2000007119857;0
16;711986;2000007119864;0
16;711987;2000007119871;0
16;711988;2000007119888;0
16;711989;2000007119895;0
16;711990;2000007119901;0
16;711991;2000007119918;0
16;711992;2000007119925;0
16;711993;2000007119932;0
16;711994;2000007119949;0
16;711995;2000007119956;0
16;711996;2000007119963;0
16;711997;2000007119970;0
16;711998;2000007119987;0
16;711999;2000007119994;0
16;712000;2000007120006;0
16;712001;2000007120013;0
16;712002;2000007120020;0
16;712003;2000007120037;0
16;712004;2000007120044;0
16;712005;2000007120051;0
16;712006;2000007120068;0
16;712007;2000007120075;0
16;712008;2000007120082;0
16;712009;2000007120099;0
16;712010;2000007120105;0
16;712011;2000007120112;0
16;712012;2000007120129;0
16;712013;2000007120136;0
16;712014;2000007120143;0
16;712015;2000007120150;0
16;712016;2000007120167;0
16;712017;2000007120174;0
16;712018;2000007120181;0
16;712019;2000007120198;0
16;712020;2000007120204;0
16;712021;2000007120211;0
16;712022;2000007120228;0
16;712023;2000007120235;0
16;712024;2000007120242;0
16;712025;2000007120259;0
16;712026;2000007120266;0
16;712027;2000007120273;0
16;712028;2000007120280;0
16;712029;2000007120297;0
16;712030;2000007120303;0
16;712031;2000007120310;0
16;712032;2000007120327;0
16;712033;2000007120334;0
16;712034;2000007120341;0
16;712035;2000007120358;0
16;712036;2000007120365;0
16;712037;2000007120372;0
16;712038;2000007120389;0
16;712039;2000007120396;0
16;712040;2000007120402;0
16;712041;2000007120419;0
16;712042;2000007120426;0
16;712043;2000007120433;0
16;712044;2000007120440;0
16;712045;2000007120457;0
16;712046;2000007120464;0
16;712047;2000007120471;0
16;712048;2000007120488;0
16;712049;2000007120495;0
16;712050;2000007120501;0
16;712051;2000007120518;0
16;712052;2000007120525;0
16;712053;2000007120532;0
16;712054;2000007120549;0
16;712055;2000007120556;0
16;712056;2000007120563;0
16;712057;2000007120570;0
16;712058;2000007120587;0
16;712059;2000007120594;0
16;712060;2000007120600;0
16;712061;2000007120617;0
16;712062;2000007120624;0
16;712063;2000007120631;0
16;712064;2000007120648;0
16;712065;2000007120655;0
16;712066;2000007120662;0
16;712067;2000007120679;0
16;712068;2000007120686;0
16;712069;2000007120693;0
16;712070;2000007120709;0
16;712071;2000007120716;0
16;712072;2000007120723;0
16;712073;2000007120730;0
16;712074;2000007120747;0
16;712075;2000007120754;0
16;712076;2000007120761;0
16;712077;2000007120778;0
16;712078;2000007120785;0
16;712079;2000007120792;0
16;712080;2000007120808;0
16;712081;2000007120815;0
16;712082;2000007120822;0
16;712083;2000007120839;0
16;712084;2000007120846;0
16;712085;2000007120853;0
16;712086;2000007120860;0
16;712087;2000007120877;0
16;712088;2000007120884;0
16;712089;2000007120891;0
16;712090;2000007120907;0
16;712091;2000007120914;0
16;712092;2000007120921;0
16;712093;2000007120938;0
16;712094;2000007120945;0
16;712095;2000007120952;0
16;712096;2000007120969;0
16;712097;2000007120976;0
16;712098;2000007120983;0
16;712099;2000007120990;0
16;712100;2000007121003;0
16;712101;2000007121010;0
16;712102;2000007121027;0
16;712103;2000007121034;0
16;712104;2000007121041;0
16;712105;2000007121058;0
16;712106;2000007121065;0
16;712107;2000007121072;0
16;712108;2000007121089;0
16;712109;2000007121096;0
16;712110;2000007121102;0
16;712111;2000007121119;0
16;712112;2000007121126;0
16;712113;2000007121133;0
16;712114;2000007121140;0
16;712115;2000007121157;0
16;712116;2000007121164;0
16;712117;2000007121171;0
16;712118;2000007121188;0
16;712119;2000007121195;0
16;712120;2000007121201;0
16;712121;2000007121218;0
16;713188;2000007131880;0
16;713189;2000007131897;0
16;713190;2000007131903;0
16;713191;2000007131910;0
16;713192;2000007131927;0
16;713193;2000007131934;0
16;713194;2000007131941;0
16;713195;2000007131958;0
16;713196;2000007131965;0
16;713197;2000007131972;0
16;713198;2000007131989;0
16;713199;2000007131996;0
16;713200;2000007132009;0
16;713201;2000007132016;0
16;713202;2000007132023;0
16;713203;2000007132030;0
16;713204;2000007132047;0
16;713205;2000007132054;0
16;713206;2000007132061;0
16;713207;2000007132078;0
16;713208;2000007132085;0
16;713209;2000007132092;0
16;713210;2000007132108;0
16;713211;2000007132115;0
16;713212;2000007132122;0
16;713213;2000007132139;0
16;713214;2000007132146;0
16;713215;2000007132153;0
16;713216;2000007132160;0
16;713217;2000007132177;0
16;713447;2000007134478;0
16;713448;2000007134485;0
16;713449;2000007134492;0
16;713450;2000007134508;0
16;713451;2000007134515;0
16;713452;2000007134522;0
16;713453;2000007134539;0
16;713454;2000007134546;0
16;713455;2000007134553;0
16;713456;2000007134560;0
16;713457;2000007134577;0
16;713458;2000007134584;0
16;713459;2000007134591;0
16;713460;2000007134607;0
16;713461;2000007134614;0
16;713462;2000007134621;0
16;713463;2000007134638;0
16;713464;2000007134645;0
16;713471;2000007134713;0
16;713472;2000007134720;0
16;713473;2000007134737;0
16;713474;2000007134744;0
16;713475;2000007134751;0
16;713476;2000007134768;0
16;713477;2000007134775;0
16;713478;2000007134782;0
16;713479;2000007134799;0
16;713480;2000007134805;0
16;713481;2000007134812;0
16;713482;2000007134829;0
16;713483;2000007134836;0
16;713484;2000007134843;0
16;713485;2000007134850;0
16;713486;2000007134867;0
16;713487;2000007134874;0
16;713488;2000007134881;0
16;713489;2000007134898;0
16;713490;2000007134904;0
16;713491;2000007134911;0
16;713492;2000007134928;0
16;713493;2000007134935;0
16;713494;2000007134942;0
16;713495;2000007134959;0
16;713496;2000007134966;0
16;713502;2000007135024;0
16;713503;2000007135031;0
16;713504;2000007135048;0
16;713505;2000007135055;0
16;713506;2000007135062;0
16;713507;2000007135079;0
16;713508;2000007135086;0
16;713509;2000007135093;0
16;713510;2000007135109;0
16;713511;2000007135116;0
16;713512;2000007135123;0
16;713513;2000007135130;0
16;713709;2000007137097;0
16;713710;2000007137103;0
16;713986;2000007139862;0
16;713987;2000007139879;0
16;713988;2000007139886;0
16;713989;2000007139893;0
16;714211;2000007142114;0
16;714213;2000007142138;0
16;716431;2000007164314;0
16;716432;2000007164321;0
16;716434;2000007164345;0
16;716436;2000007164369;0
16;716437;2000007164376;0
16;716439;2000007164390;0
16;716441;2000007164413;0
16;716442;2000007164420;0
16;716444;2000007164444;0
16;716445;2000007164451;0
16;716448;2000007164482;0
16;716449;2000007164499;0
16;716450;2000007164505;0
16;716451;2000007164512;0
16;716453;2000007164536;0
16;716454;2000007164543;0
16;716457;2000007164574;0
16;716459;2000007164598;0
16;716460;2000007164604;0
16;716461;2000007164611;0
16;716463;2000007164635;0
16;716464;2000007164642;0
16;716467;2000007164673;0
16;716471;2000007164710;0
16;716472;2000007164727;0
16;716474;2000007164741;0
16;716476;2000007164765;0
16;716480;2000007164802;0
16;716483;2000007164833;0
16;716484;2000007164840;0
16;716485;2000007164857;0
16;716486;2000007164864;0
16;716491;2000007164918;0
16;716492;2000007164925;0
16;716494;2000007164949;0
16;716495;2000007164956;0
16;716496;2000007164963;0
16;716977;2000007169777;0
16;716978;2000007169784;0
16;720822;2000007208223;0
16;720823;2000007208230;0
16;720826;2000007208261;0
16;720827;2000007208278;0
16;720828;2000007208285;0
16;720829;2000007208292;0
16;720830;2000007208308;0
16;720831;2000007208315;0
16;720832;2000007208322;0
16;720833;2000007208339;0
16;720834;2000007208346;0
16;720835;2000007208353;0
16;720836;2000007208360;0
16;720837;2000007208377;0
16;720838;2000007208384;0
16;720839;2000007208391;0
16;720840;2000007208407;0
16;720841;2000007208414;0
16;720842;2000007208421;0
16;720843;2000007208438;0
16;720845;2000007208452;0
16;720846;2000007208469;0
16;720847;2000007208476;0
16;720849;2000007208490;0
16;720850;2000007208506;0
16;725045;2000007250451;0
16;725046;2000007250468;0
16;725047;2000007250475;0
16;725048;2000007250482;0
16;725049;2000007250499;0
16;725050;2000007250505;0
16;725051;2000007250512;0
16;725052;2000007250529;0
16;725053;2000007250536;0
16;725056;2000007250567;0
16;725057;2000007250574;0
16;725058;2000007250581;0
16;725059;2000007250598;0
16;725060;2000007250604;0
16;725061;2000007250611;0
16;725062;2000007250628;0
16;725063;2000007250635;0
16;725064;2000007250642;0
16;725065;2000007250659;0
16;725066;2000007250666;0
16;725067;2000007250673;0
16;725068;2000007250680;0
16;725069;2000007250697;0
16;725070;2000007250703;0
16;725071;2000007250710;0
16;725072;2000007250727;0
16;725073;2000007250734;0
16;725074;2000007250741;0
16;725075;2000007250758;0
16;725076;2000007250765;0
16;725077;2000007250772;0
16;725078;2000007250789;0
16;725079;2000007250796;0
16;725080;2000007250802;0
16;725081;2000007250819;0
16;725082;2000007250826;0
16;725083;2000007250833;0
16;725084;2000007250840;0
16;725085;2000007250857;0
16;725109;2000007251090;0
16;725313;2000007253131;0
16;725316;2000007253162;0
16;725318;2000007253186;0
16;725324;2000007253247;0
16;725333;2000007253339;0
16;725369;2000007253698;0
16;725370;2000007253704;0
16;725371;2000007253711;0
16;725372;2000007253728;0
16;725373;2000007253735;0
16;726730;27960007872750;0
16;726731;27960007758100;0
16;726732;27960007874430;0
16;726733;27960007973210;0
16;726734;27960007873040;0
16;726735;27960007873170;0
16;726736;27960007974600;0
16;726737;27960007973980;0
16;726738;27960007873350;0
16;726739;27960007974400;0
16;726740;27960007974100;0
16;726741;27960007873360;0
16;726742;27960007974410;0
16;726743;27960007973880;0
16;726744;27960007873400;0
16;726745;27960007974610;0
16;726746;27960007974120;0
16;726747;27960007873420;0
16;728379;2000007283794;0
16;728380;2000007283800;0
16;729063;2000007290631;0
16;729064;2000007290648;0
16;729065;2000007290655;0
16;729066;2000007290662;0
16;729067;2000007290679;0
16;729068;2000007290686;0
16;729069;2000007290693;0
16;729070;2000007290709;0
16;729071;2000007290716;0
16;729072;2000007290723;0
16;729073;2000007290730;0
16;729074;2000007290747;0
16;729075;2000007290754;0
16;729076;2000007290761;0
16;729077;2000007290778;0
16;729078;2000007290785;0
16;729079;2000007290792;0
16;729080;2000007290808;0
16;729081;2000007290815;0
16;729082;2000007290822;0
16;729083;2000007290839;0
16;729084;2000007290846;0
16;729085;2000007290853;0
16;729086;2000007290860;0
16;729087;2000007290877;0
16;729088;2000007290884;0
16;729089;2000007290891;0
16;729090;2000007290907;0
16;729091;2000007290914;0
16;729092;2000007290921;0
16;729093;2000007290938;0
16;729094;2000007290945;0
16;729095;2000007290952;0
16;729096;2000007290969;0
16;729097;2000007290976;0
16;729098;2000007290983;0
16;729099;2000007290990;0
16;729100;2000007291003;0
16;729101;2000007291010;0
16;729102;2000007291027;0
16;729103;2000007291034;0
16;729104;2000007291041;0
16;729105;2000007291058;0
16;729106;2000007291065;0
16;729107;2000007291072;0
16;729108;2000007291089;0
16;729109;2000007291096;0
16;729110;2000007291102;0
16;729111;2000007291119;0
16;729112;2000007291126;0
16;729113;2000007291133;0
16;729114;2000007291140;0
16;729115;2000007291157;0
16;729116;2000007291164;0
16;729117;2000007291171;0
16;729118;2000007291188;0
16;729119;2000007291195;0
16;729120;2000007291201;0
16;729121;2000007291218;0
16;729122;2000007291225;0
16;729123;2000007291232;0
16;729124;2000007291249;0
16;729125;2000007291256;0
16;729126;2000007291263;0
16;729127;2000007291270;0
16;729128;2000007291287;0
16;729129;2000007291294;0
16;729130;2000007291300;0
16;729131;2000007291317;0
16;729132;2000007291324;0
16;729133;2000007291331;0
16;729134;2000007291348;0
16;729135;2000007291355;0
16;729136;2000007291362;0
16;729137;2000007291379;0
16;729138;2000007291386;0
16;729139;2000007291393;0
16;729140;2000007291409;0
16;729141;2000007291416;0
16;729142;2000007291423;0
16;729143;2000007291430;0
16;729144;2000007291447;0
16;729145;2000007291454;0
16;729146;2000007291461;0
16;729147;2000007291478;0
16;729148;2000007291485;0
16;729149;2000007291492;0
16;729150;2000007291508;0
16;729151;2000007291515;0
16;729152;2000007291522;0
16;729153;2000007291539;0
16;729154;2000007291546;0
16;729155;2000007291553;0
16;729156;2000007291560;0
16;729157;2000007291577;0
16;729158;2000007291584;0
16;729159;2000007291591;0
16;729160;2000007291607;0
16;729161;2000007291614;0
16;729162;2000007291621;0
16;729163;2000007291638;0
16;729164;2000007291645;0
16;729165;2000007291652;0
16;729166;2000007291669;0
16;729167;2000007291676;0
16;729168;2000007291683;0
16;729169;2000007291690;0
16;729170;2000007291706;0
16;729171;2000007291713;0
16;729172;2000007291720;0
16;729173;2000007291737;0
16;729174;2000007291744;0
16;729175;2000007291751;0
16;729176;2000007291768;0
16;729177;2000007291775;0
16;729178;2000007291782;0
16;729179;2000007291799;0
16;729180;2000007291805;0
16;729181;2000007291812;0
16;729182;2000007291829;0
16;729183;2000007291836;0
16;729184;2000007291843;0
16;729185;2000007291850;0
16;729186;2000007291867;0
16;729187;2000007291874;0
16;729188;2000007291881;0
16;729189;2000007291898;0
16;729190;2000007291904;0
16;729191;2000007291911;0
16;729192;2000007291928;0
16;729193;2000007291935;0
16;729194;2000007291942;0
16;729195;2000007291959;0
16;729196;2000007291966;0
16;729197;2000007291973;0
16;729198;2000007291980;0
16;729199;2000007291997;0
16;729200;2000007292000;0
16;729201;2000007292017;0
16;729202;2000007292024;0
16;729203;2000007292031;0
16;729204;2000007292048;0
16;729205;2000007292055;0
16;729206;2000007292062;0
16;729207;2000007292079;0
16;729208;2000007292086;0
16;729209;2000007292093;0
16;729210;2000007292109;0
16;729211;2000007292116;0
16;729212;2000007292123;0
16;729213;2000007292130;0
16;729214;2000007292147;0
16;729215;2000007292154;0
16;729216;2000007292161;0
16;729217;2000007292178;0
16;729218;2000007292185;0
16;729219;2000007292192;0
16;729220;2000007292208;0
16;729221;2000007292215;0
16;729222;2000007292222;0
16;729223;2000007292239;0
16;729224;2000007292246;0
16;729225;2000007292253;0
16;729226;2000007292260;0
16;729227;2000007292277;0
16;729228;2000007292284;0
16;729229;2000007292291;0
16;729230;2000007292307;0
16;729231;2000007292314;0
16;729232;2000007292321;0
16;729233;2000007292338;0
16;729234;2000007292345;0
16;729235;2000007292352;0
16;729236;2000007292369;0
16;729237;2000007292376;0
16;729238;2000007292383;0
16;729239;2000007292390;0
16;729240;2000007292406;0
16;729241;2000007292413;0
16;729242;2000007292420;0
16;729243;2000007292437;0
16;729244;2000007292444;0
16;729245;2000007292451;0
16;729246;2000007292468;0
16;729247;2000007292475;0
16;729248;2000007292482;0
16;729249;2000007292499;0
16;729250;2000007292505;0
16;729251;2000007292512;0
16;729252;2000007292529;0
16;730786;2000007307865;0
16;730787;2000007307872;0
16;730788;2000007307889;0
16;730789;2000007307896;0
16;730790;2000007307902;0
16;730791;2000007307919;0
16;730792;2000007307926;0
16;730793;2000007307933;0
16;730794;2000007307940;0
16;730795;2000007307957;0
16;730796;2000007307964;0
16;732173;2000007321731;0
16;732174;2000007321748;0
16;732175;2000007321755;0
16;732176;2000007321762;0
16;732177;2000007321779;0
16;732178;2000007321786;0
16;732182;2000007321823;0
16;732183;2000007321830;0
16;732418;2000007324183;0
16;732890;2000007328907;0
16;732891;2000007328914;0
16;732892;2000007328921;0
16;732893;2000007328938;0
16;732894;2000007328945;0
16;732895;2000007328952;0
16;734024;200000734024;0
16;734025;200000734025;0
16;734026;200000734026;0
16;734027;200000734027;0
16;734028;200000734028;0
16;734029;200000734029;0
16;734030;200000734030;0
16;734031;200000734031;0
16;734032;200000734032;0
16;734033;200000734033;0
16;734034;200000734034;0
16;734035;200000734035;0
16;734036;200000734036;0
16;734037;200000734037;0
16;734038;200000734038;0
16;734039;200000734039;0
16;734040;200000734040;0
16;734041;200000734041;0
16;734042;200000734042;0
16;734043;200000734043;0
16;734044;200000734044;0
16;734045;200000734045;0
16;734046;200000734046;0
16;734047;200000734047;0
16;734048;200000734048;0
16;734049;200000734049;0
16;734050;200000734050;0
16;734051;200000734051;0
16;734052;200000734052;0
16;734053;200000734053;0
16;734054;200000734054;0
16;734055;200000734055;0
16;734056;200000734056;0
16;734057;200000734057;0
16;734058;200000734058;0
16;734059;200000734059;0
16;734060;200000734060;0
16;734061;200000734061;0
16;734062;200000734062;0
16;734063;200000734063;0
16;734064;200000734064;0
16;734065;200000734065;0
16;734066;200000734066;0
16;734067;200000734067;0
16;734068;200000734068;0
16;734069;200000734069;0
16;734070;200000734070;0
16;734071;200000734071;0
16;734072;200000734072;0
16;734073;200000734073;0
16;734074;200000734074;0
16;734075;200000734075;0
16;734076;200000734076;0
16;734077;200000734077;0
16;734078;200000734078;0
16;734079;200000734079;0
16;734080;200000734080;0
16;734081;200000734081;0
16;734082;200000734082;0
16;734083;200000734083;0
16;734084;200000734084;0
16;734085;200000734085;0
16;734086;200000734086;0
16;734087;200000734087;0
16;734088;200000734088;0
16;734089;200000734089;0
16;734090;200000734090;0
16;734091;200000734091;0
16;734092;200000734092;0
16;734093;200000734093;0
16;734094;200000734094;0
16;734095;200000734095;0
16;734096;200000734096;0
16;734097;200000734097;0
16;734098;200000734098;0
16;734099;200000734099;0
16;734100;200000734100;0
16;734101;200000734101;0
16;734102;200000734102;0
16;734103;200000734103;0
16;734104;200000734104;0
16;734105;200000734105;0
16;734106;200000734106;0
16;734107;200000734107;0
16;734108;200000734108;0
16;734109;200000734109;0
16;734110;200000734110;0
16;734111;200000734111;0
16;734112;200000734112;0
16;734113;200000734113;0
16;734114;200000734114;0
16;734115;200000734115;0
16;734116;200000734116;0
16;734117;200000734117;0
16;734118;200000734118;0
16;734119;200000734119;0
16;734120;200000734120;0
16;734121;200000734121;0
16;734122;200000734122;0
16;734123;200000734123;0
16;734124;200000734124;0
16;734125;200000734125;0
16;734126;200000734126;0
16;734127;200000734127;0
16;734128;200000734128;0
16;734129;200000734129;0
16;734130;200000734130;0
16;734131;200000734131;0
16;734296;2000007342965;0
16;734297;2000007342972;0
16;734298;2000007342989;0
16;734299;2000007342996;0
16;734300;2000007343009;0
16;734301;2000007343016;0
16;734302;2000007343023;0
16;734303;2000007343030;0
16;734304;2000007343047;0
16;734305;2000007343054;0
16;734306;2000007343061;0
16;734307;2000007343078;0
16;734308;2000007343085;0
16;734309;2000007343092;0
16;734310;2000007343108;0
16;734311;2000007343115;0
16;734312;2000007343122;0
16;734313;2000007343139;0
16;734314;2000007343146;0
16;734315;2000007343153;0
16;737195;2000007371958;0
16;737196;2000007371965;0
16;737197;2000007371972;0
16;737198;2000007371989;0
16;737199;2000007371996;0
16;737200;2000007372009;0
16;737201;2000007372016;0
16;737202;2000007372023;0
16;737203;2000007372030;0
16;737204;2000007372047;0
16;737205;2000007372054;0
16;737206;2000007372061;0
16;737207;2000007372078;0
16;737208;2000007372085;0
16;737209;2000007372092;0
16;737210;2000007372108;0
16;737211;2000007372115;0
16;737212;2000007372122;0
16;737213;2000007372139;0
16;737214;2000007372146;0
16;737578;2000007375789;0
16;737579;2000007375796;0
16;737580;2000007375802;0
16;737581;2000007375819;0
16;737582;2000007375826;0
16;737583;2000007375833;0
16;737584;2000007375840;0
16;737585;2000007375857;0
16;737586;2000007375864;0
16;737587;2000007375871;0
16;737588;2000007375888;0
16;737589;2000007375895;0
16;737590;2000007375901;0
16;737591;2000007375918;0
16;737592;2000007375925;0
16;737593;2000007375932;0
16;737594;2000007375949;0
16;737595;2000007375956;0
16;737596;2000007375963;0
16;737597;2000007375970;0
16;737598;2000007375987;0
16;737599;2000007375994;0
16;737600;2000007376007;0
16;737601;2000007376014;0
16;737602;2000007376021;0
16;737603;2000007376038;0
16;737604;2000007376045;0
16;737605;2000007376052;0
16;737606;2000007376069;0
16;737607;2000007376076;0
16;737608;2000007376083;0
16;737609;2000007376090;0
16;737610;2000007376106;0
16;737611;2000007376113;0
16;737612;2000007376120;0
16;737613;2000007376137;0
16;737614;2000007376144;0
16;737615;2000007376151;0
16;737616;2000007376168;0
16;737617;2000007376175;0
16;737618;2000007376182;0
16;737619;2000007376199;0
16;738058;2000007380585;0
16;738059;2000007380592;0
16;738060;2000007380608;0
16;738061;2000007380615;0
16;738062;2000007380622;0
16;738063;2000007380639;0
16;738064;2000007380646;0
16;738065;2000007380653;0
16;738066;2000007380660;0
16;738067;2000007380677;0
16;738068;2000007380684;0
16;738069;2000007380691;0
16;738070;2000007380707;0
16;738071;2000007380714;0
16;738072;2000007380721;0
16;738073;2000007380738;0
16;738074;2000007380745;0
16;738075;2000007380752;0
16;738076;2000007380769;0
16;738077;2000007380776;0
16;738078;2000007380783;0
16;738079;2000007380790;0
16;738080;2000007380806;0
16;738081;2000007380813;0
16;738082;2000007380820;0
16;738083;2000007380837;0
16;738084;2000007380844;0
16;738085;2000007380851;0
16;738086;2000007380868;0
16;738087;2000007380875;0
16;738088;2000007380882;0
16;738089;2000007380899;0
16;738090;2000007380905;0
16;738091;2000007380912;0
16;738092;2000007380929;0
16;738093;2000007380936;0
16;738094;2000007380943;0
16;738095;2000007380950;0
16;738096;2000007380967;0
16;738097;2000007380974;0
16;738098;2000007380981;0
16;738099;2000007380998;0
16;738100;2000007381001;0
16;738101;2000007381018;0
16;738102;2000007381025;0
16;738103;2000007381032;0
16;738104;2000007381049;0
16;738105;2000007381056;0
16;738106;2000007381063;0
16;738107;2000007381070;0
16;738108;2000007381087;0
16;738109;2000007381094;0
16;738110;2000007381100;0
16;738111;2000007381117;0
16;738112;2000007381124;0
16;738113;2000007381131;0
16;738114;2000007381148;0
16;738115;2000007381155;0
16;738116;2000007381162;0
16;738117;2000007381179;0
16;738118;2000007381186;0
16;738119;2000007381193;0
16;738120;2000007381209;0
16;738121;2000007381216;0
16;738122;2000007381223;0
16;738123;2000007381230;0
16;738124;2000007381247;0
16;738125;2000007381254;0
16;738126;2000007381261;0
16;738127;2000007381278;0
16;738128;2000007381285;0
16;738129;2000007381292;0
16;738130;2000007381308;0
16;738131;2000007381315;0
16;738132;2000007381322;0
16;738133;2000007381339;0
16;738201;2000007382015;0
16;738202;2000007382022;0
16;738203;2000007382039;0
16;738204;2000007382046;0
16;738205;2000007382053;0
16;738206;2000007382060;0
16;738207;2000007382077;0
16;738208;2000007382084;0
16;738209;2000007382091;0
16;738646;2000007386464;0
16;738647;2000007386471;0
16;738648;2000007386488;0
16;738649;2000007386495;0
16;738650;2000007386501;0
16;738651;2000007386518;0
16;738652;2000007386525;0
16;738653;2000007386532;0
16;738654;2000007386549;0
16;738655;2000007386556;0
16;738656;2000007386563;0
16;738657;2000007386570;0
16;738658;2000007386587;0
16;738659;2000007386594;0
16;738660;2000007386600;0
16;738661;2000007386617;0
16;738662;2000007386624;0
16;738663;2000007386631;0
16;738664;2000007386648;0
16;738665;2000007386655;0
16;738666;2000007386662;0
16;738667;2000007386679;0
16;738668;2000007386686;0
16;739852;2000007398528;0
16;741756;2000007417564;0
16;741757;2000007417571;0
16;741758;2000007417588;0
16;741759;2000007417595;0
16;741760;2000007417601;0
16;741761;2000007417618;0
16;741762;2000007417625;0
16;741763;2000007417632;0
16;741764;2000007417649;0
16;741765;2000007417656;0
16;741766;2000007417663;0
16;741767;2000007417670;0
16;741768;2000007417687;0
16;741769;2000007417694;0
16;741770;2000007417700;0
16;741771;2000007417717;0
16;741772;2000007417724;0
16;741773;2000007417731;0
16;741774;2000007417748;0
16;741775;2000007417755;0
16;741776;2000007417762;0
16;741777;2000007417779;0
16;741778;2000007417786;0
16;741779;2000007417793;0
16;741780;2000007417809;0
16;741781;2000007417816;0
16;741782;2000007417823;0
16;741783;2000007417830;0
16;741784;2000007417847;0
16;741785;2000007417854;0
16;741786;2000007417861;0
16;741787;2000007417878;0
16;741788;2000007417885;0
16;741789;2000007417892;0
16;741790;2000007417908;0
16;741791;2000007417915;0
16;741792;2000007417922;0
16;741793;2000007417939;0
16;741794;2000007417946;0
16;741795;2000007417953;0
16;741796;2000007417960;0
16;741797;2000007417977;0
16;741798;2000007417984;0
16;741799;2000007417991;0
16;741800;2000007418004;0
16;741801;2000007418011;0
16;741802;2000007418028;0
16;741803;2000007418035;0
16;741804;2000007418042;0
16;741805;2000007418059;0
16;741806;2000007418066;0
16;741807;2000007418073;0
16;741808;2000007418080;0
16;741809;2000007418097;0
16;741810;2000007418103;0
16;741811;2000007418110;0
16;741812;2000007418127;0
16;741813;2000007418134;0
16;741814;2000007418141;0
16;741815;2000007418158;0
16;741816;2000007418165;0
16;741817;2000007418172;0
16;741818;2000007418189;0
16;741819;2000007418196;0
16;741820;2000007418202;0
16;741821;2000007418219;0
16;741822;2000007418226;0
16;741823;2000007418233;0
16;741824;2000007418240;0
16;741825;2000007418257;0
16;741826;2000007418264;0
16;741827;2000007418271;0
16;741828;2000007418288;0
16;741829;2000007418295;0
16;741830;2000007418301;0
16;741831;2000007418318;0
16;741832;2000007418325;0
16;741833;2000007418332;0
16;741834;2000007418349;0
16;741835;2000007418356;0
16;741836;2000007418363;0
16;741837;2000007418370;0
16;741838;2000007418387;0
16;741839;2000007418394;0
16;741840;2000007418400;0
16;741841;2000007418417;0
16;741842;2000007418424;0
16;741843;2000007418431;0
16;741844;2000007418448;0
16;741845;2000007418455;0
16;741846;2000007418462;0
16;741847;2000007418479;0
16;741848;2000007418486;0
16;741849;2000007418493;0
16;741850;2000007418509;0
16;741851;2000007418516;0
16;741852;2000007418523;0
16;741853;2000007418530;0
16;741854;2000007418547;0
16;741855;2000007418554;0
16;741856;2000007418561;0
16;741857;2000007418578;0
16;741858;2000007418585;0
16;741859;2000007418592;0
16;741860;2000007418608;0
16;741861;2000007418615;0
16;741862;2000007418622;0
16;741863;2000007418639;0
16;741864;2000007418646;0
16;741865;2000007418653;0
16;741866;2000007418660;0
16;741867;2000007418677;0
16;741868;2000007418684;0
16;741869;2000007418691;0
16;741870;2000007418707;0
16;741871;2000007418714;0
16;741872;2000007418721;0
16;741873;2000007418738;0
16;741874;2000007418745;0
16;741875;2000007418752;0
16;741876;2000007418769;0
16;741877;2000007418776;0
16;741878;2000007418783;0
16;741879;2000007418790;0
16;741880;2000007418806;0
16;741881;2000007418813;0
16;741882;2000007418820;0
16;741883;2000007418837;0
16;741884;2000007418844;0
16;741885;2000007418851;0
16;741886;2000007418868;0
16;741887;2000007418875;0
16;741888;2000007418882;0
16;741889;2000007418899;0
16;741890;2000007418905;0
16;741891;2000007418912;0
16;741892;2000007418929;0
16;741893;2000007418936;0
16;741894;2000007418943;0
16;741895;2000007418950;0
16;741896;2000007418967;0
16;741897;2000007418974;0
16;741898;2000007418981;0
16;741899;2000007418998;0
16;741900;2000007419001;0
16;741901;2000007419018;0
16;741902;2000007419025;0
16;741903;2000007419032;0
16;741904;2000007419049;0
16;741905;2000007419056;0
16;741906;2000007419063;0
16;741907;2000007419070;0
16;741908;2000007419087;0
16;741909;2000007419094;0
16;741910;2000007419100;0
16;741911;2000007419117;0
16;741912;2000007419124;0
16;741913;2000007419131;0
16;741914;2000007419148;0
16;741915;2000007419155;0
16;741916;2000007419162;0
16;741917;2000007419179;0
16;741918;2000007419186;0
16;741919;2000007419193;0
16;741920;2000007419209;0
16;741921;2000007419216;0
