PLU;Alco_Grp_Code;Start_Date
500270;460;1753-01-01 00:00:00
500271;280;1753-01-01 00:00:00
500278;280;1753-01-01 00:00:00
500279;280;1753-01-01 00:00:00
500280;230;1753-01-01 00:00:00
500281;280;1753-01-01 00:00:00
500284;280;1753-01-01 00:00:00
500285;280;1753-01-01 00:00:00
500286;280;1753-01-01 00:00:00
500287;200;1753-01-01 00:00:00
500288;200;1753-01-01 00:00:00
500289;280;1753-01-01 00:00:00
500290;280;1753-01-01 00:00:00
500291;280;1753-01-01 00:00:00
500292;280;1753-01-01 00:00:00
500293;280;1753-01-01 00:00:00
500294;280;1753-01-01 00:00:00
500295;212;1753-01-01 00:00:00
500298;280;1753-01-01 00:00:00
500299;242;1753-01-01 00:00:00
500300;450;1753-01-01 00:00:00
500301;211;1753-01-01 00:00:00
500302;211;1753-01-01 00:00:00
500303;212;1753-01-01 00:00:00
500304;280;1753-01-01 00:00:00
500305;280;1753-01-01 00:00:00
500306;280;1753-01-01 00:00:00
500307;280;1753-01-01 00:00:00
500308;280;1753-01-01 00:00:00
500309;280;1753-01-01 00:00:00
500310;280;1753-01-01 00:00:00
500311;211;1753-01-01 00:00:00
500312;280;1753-01-01 00:00:00
500313;280;1753-01-01 00:00:00
500317;280;1753-01-01 00:00:00
500318;280;1753-01-01 00:00:00
500329;460;1753-01-01 00:00:00
500332;280;1753-01-01 00:00:00
500333;230;1753-01-01 00:00:00
500336;280;1753-01-01 00:00:00
500348;212;1753-01-01 00:00:00
500351;500;1753-01-01 00:00:00
500408;200;1753-01-01 00:00:00
500409;280;1753-01-01 00:00:00
500410;230;1753-01-01 00:00:00
500411;230;1753-01-01 00:00:00
500444;230;1753-01-01 00:00:00
500492;280;1753-01-01 00:00:00
500500;400;1753-01-01 00:00:00
500521;280;1753-01-01 00:00:00
500525;400;1753-01-01 00:00:00
500526;400;1753-01-01 00:00:00
500527;400;1753-01-01 00:00:00
500531;400;1753-01-01 00:00:00
500532;400;1753-01-01 00:00:00
500564;280;1753-01-01 00:00:00
500566;200;1753-01-01 00:00:00
500640;460;1753-01-01 00:00:00
500643;400;1753-01-01 00:00:00
500656;440;1753-01-01 00:00:00
500668;460;1753-01-01 00:00:00
500670;400;1753-01-01 00:00:00
500671;400;1753-01-01 00:00:00
500672;400;1753-01-01 00:00:00
500673;400;1753-01-01 00:00:00
500674;400;1753-01-01 00:00:00
500675;400;1753-01-01 00:00:00
500682;500;1753-01-01 00:00:00
500758;400;1753-01-01 00:00:00
500760;400;1753-01-01 00:00:00
500761;400;1753-01-01 00:00:00
500763;400;1753-01-01 00:00:00
500790;500;1753-01-01 00:00:00
500800;400;1753-01-01 00:00:00
500817;500;1753-01-01 00:00:00
500825;500;2012-11-01 00:00:00
500839;500;2013-01-01 00:00:00
500866;500;2013-08-01 00:00:00
500867;500;2013-08-01 00:00:00
500868;500;2013-08-01 00:00:00
500869;500;2013-08-01 00:00:00
500870;500;2013-08-02 00:00:00
500870;261;2014-09-01 00:00:00
500872;500;2013-08-01 00:00:00
500873;500;2013-08-01 00:00:00
500874;500;2013-08-01 00:00:00
500877;500;2013-08-01 00:00:00
500884;500;2013-09-27 00:00:00
500931;500;2014-01-01 00:00:00
500956;500;2014-02-20 00:00:00
500957;500;2014-02-20 00:00:00
500958;500;2014-02-20 00:00:00
500992;500;2014-04-01 00:00:00
500993;500;2014-04-01 00:00:00
500994;500;2014-04-01 00:00:00
500995;500;2014-04-01 00:00:00
500996;500;2014-04-01 00:00:00
500997;500;2014-04-01 00:00:00
501009;500;2014-11-01 00:00:00
501016;500;2014-11-01 00:00:00
501017;262;2014-11-01 00:00:00
501038;500;2015-02-19 00:00:00
501057;500;2015-03-05 00:00:00
501068;500;2015-04-13 00:00:00
550000;500;2014-11-01 00:00:00
550007;500;2013-07-01 00:00:00
550008;520;2014-11-01 00:00:00
550012;500;2013-07-01 00:00:00
550015;520;2014-11-01 00:00:00
550024;500;2013-01-01 00:00:00
708882;200;1753-01-01 00:00:00
708883;200;1753-01-01 00:00:00
708884;200;1753-01-01 00:00:00
716668;200;2013-01-01 00:00:00
716669;200;2013-01-01 00:00:00
716675;280;2013-01-01 00:00:00
716958;200;2013-01-01 00:00:00
716959;200;2013-01-01 00:00:00
716960;229;2013-01-01 00:00:00
717753;229;2013-01-01 00:00:00
717754;229;2013-01-01 00:00:00
717755;229;2013-01-01 00:00:00
717757;280;2013-01-01 00:00:00
717758;280;2013-01-01 00:00:00
717759;280;2013-01-01 00:00:00
717760;280;2013-01-01 00:00:00
717761;280;2013-01-01 00:00:00
717762;280;2013-01-01 00:00:00
717763;280;2013-01-01 00:00:00
717764;280;2013-01-01 00:00:00
717765;280;2013-01-01 00:00:00
717766;280;2013-01-01 00:00:00
717768;229;2013-01-01 00:00:00
717769;229;2013-01-01 00:00:00
717992;212;2013-01-01 00:00:00
718080;280;2013-01-01 00:00:00
718081;280;2013-01-01 00:00:00
720324;200;2013-01-01 00:00:00
720327;280;2013-01-01 00:00:00
720442;242;2013-01-01 00:00:00
720443;229;2014-08-01 00:00:00
720444;229;2013-01-01 00:00:00
720445;242;2013-01-01 00:00:00
720588;280;2013-01-01 00:00:00
721008;450;2013-01-01 00:00:00
721009;242;2013-01-01 00:00:00
721406;280;2013-01-01 00:00:00
722792;280;2013-01-01 00:00:00
722793;280;2013-01-01 00:00:00
725374;211;2013-01-01 00:00:00
725395;230;2014-01-01 00:00:00
725398;440;2014-12-01 00:00:00
725399;440;2014-12-01 00:00:00
725400;440;2014-12-01 00:00:00
725401;440;2014-12-01 00:00:00
727006;500;2013-01-01 00:00:00
727784;450;2014-11-01 00:00:00
727958;229;2013-01-01 00:00:00
727959;229;2013-01-01 00:00:00
727960;200;2013-01-01 00:00:00
728329;200;2013-01-01 00:00:00
728330;200;2013-01-01 00:00:00
728331;200;2013-01-01 00:00:00
728332;200;2013-01-01 00:00:00
728378;200;2013-01-01 00:00:00
728444;200;2013-01-01 00:00:00
729450;200;2014-01-01 00:00:00
729451;200;2014-01-01 00:00:00
729705;450;2013-01-01 00:00:00
730272;229;2013-01-01 00:00:00
730273;229;2013-01-01 00:00:00
730274;229;2013-01-01 00:00:00
730280;200;2013-01-01 00:00:00
730543;200;2013-01-01 00:00:00
730776;229;2014-01-01 00:00:00
730826;200;2013-01-01 00:00:00
730995;450;2014-10-01 00:00:00
730996;450;2013-01-01 00:00:00
730997;450;2013-01-01 00:00:00
731928;200;2013-01-01 00:00:00
732011;280;2013-01-01 00:00:00
732012;200;2013-01-01 00:00:00
733513;212;2013-01-01 00:00:00
733514;280;2015-02-01 00:00:00
733515;280;2013-01-01 00:00:00
733745;450;2014-10-01 00:00:00
733746;450;2014-11-01 00:00:00
733747;450;2014-11-01 00:00:00
733890;280;2013-01-01 00:00:00
733891;211;2013-01-01 00:00:00
733927;280;2013-01-01 00:00:00
734893;280;2013-11-05 00:00:00
734894;280;2013-11-05 00:00:00
734895;280;2013-11-05 00:00:00
734899;200;2013-01-01 00:00:00
734900;200;2013-11-06 00:00:00
735006;200;2013-11-08 00:00:00
736883;280;2013-11-01 00:00:00
736884;450;2013-10-01 00:00:00
736885;450;2013-11-01 00:00:00
736886;450;2013-11-01 00:00:00
736887;450;2013-11-01 00:00:00
736888;280;2013-01-01 00:00:00
736905;229;2013-01-01 00:00:00
736906;229;2013-01-01 00:00:00
736975;450;2013-01-01 00:00:00
737002;280;2013-01-01 00:00:00
737004;280;2013-01-01 00:00:00
737085;200;2013-01-01 00:00:00
737086;200;2013-01-01 00:00:00
737243;280;2013-01-01 00:00:00
737984;280;2014-12-01 00:00:00
737985;280;2014-05-01 00:00:00
737992;280;2014-08-01 00:00:00
738233;200;2013-01-01 00:00:00
738234;200;2013-01-01 00:00:00
738266;280;2013-01-01 00:00:00
738320;212;2013-12-26 00:00:00
738334;200;2013-12-27 00:00:00
739955;280;2014-01-20 00:00:00
741935;280;2014-01-01 00:00:00
741936;280;2014-01-01 00:00:00
741937;280;2014-01-01 00:00:00
741938;280;2014-01-01 00:00:00
741939;280;2014-01-01 00:00:00
742101;403;2014-01-01 00:00:00
742102;402;2014-02-01 00:00:00
742103;403;2014-02-01 00:00:00
742104;403;2014-02-01 00:00:00
742105;402;2014-02-01 00:00:00
742106;402;2014-02-01 00:00:00
742107;403;2014-02-01 00:00:00
742108;402;2014-02-01 00:00:00
742109;402;2014-02-01 00:00:00
742110;402;2014-02-01 00:00:00
742111;402;2014-02-01 00:00:00
742210;200;2014-02-01 00:00:00
742216;280;2014-01-01 00:00:00
742359;200;2014-02-20 00:00:00
742361;280;2014-02-20 00:00:00
742844;280;2014-03-01 00:00:00
742845;280;2014-03-01 00:00:00
743429;212;2014-03-01 00:00:00
743569;450;2014-03-01 00:00:00
744015;211;2014-03-18 00:00:00
744270;229;2014-03-21 00:00:00
744271;229;2014-03-21 00:00:00
744272;280;2014-03-21 00:00:00
744273;280;2014-03-21 00:00:00
744274;229;2014-03-21 00:00:00
744275;229;2014-03-21 00:00:00
744276;229;2014-03-21 00:00:00
744277;229;2014-03-21 00:00:00
744278;200;2014-03-21 00:00:00
744515;280;2014-03-26 00:00:00
744739;200;2014-03-01 00:00:00
744740;200;2014-03-01 00:00:00
744741;200;2014-03-01 00:00:00
744742;200;2014-03-01 00:00:00
744743;200;2014-03-01 00:00:00
744744;200;2014-03-01 00:00:00
744745;200;2014-03-01 00:00:00
744746;200;2014-03-01 00:00:00
744747;200;2014-03-01 00:00:00
744748;200;2014-03-01 00:00:00
744749;200;2014-03-01 00:00:00
744750;200;2014-03-01 00:00:00
744855;200;2014-04-01 00:00:00
745180;211;2014-04-01 00:00:00
745327;402;2014-04-01 00:00:00
745328;402;2014-04-01 00:00:00
745329;402;2014-04-01 00:00:00
745333;200;2014-04-07 00:00:00
745334;200;2014-04-07 00:00:00
746108;200;2014-04-15 00:00:00
746692;280;2014-04-01 00:00:00
746693;280;2014-04-01 00:00:00
746694;280;2014-04-01 00:00:00
746695;280;2014-04-01 00:00:00
746696;440;2014-04-23 00:00:00
747157;462;2014-05-06 00:00:00
747158;462;2014-05-06 00:00:00
747159;252;2014-05-06 00:00:00
747160;252;2014-05-06 00:00:00
747161;252;2014-05-06 00:00:00
747167;280;2014-05-01 00:00:00
747168;280;2014-05-01 00:00:00
747169;280;2014-05-01 00:00:00
747170;280;2014-05-01 00:00:00
747925;280;2014-04-01 00:00:00
748385;280;2014-06-01 00:00:00
748653;440;2014-06-11 00:00:00
748733;280;2014-06-01 00:00:00
748734;229;2014-06-01 00:00:00
748735;212;2014-06-01 00:00:00
749760;229;2014-06-23 00:00:00
749777;280;2014-06-24 00:00:00
750100;200;1753-01-01 00:00:00
750101;200;1753-01-01 00:00:00
750102;200;1753-01-01 00:00:00
750103;200;1753-01-01 00:00:00
750104;200;1753-01-01 00:00:00
750105;200;1753-01-01 00:00:00
750106;200;1753-01-01 00:00:00
750107;440;1753-01-01 00:00:00
750108;440;1753-01-01 00:00:00
750109;440;1753-01-01 00:00:00
750110;440;1753-01-01 00:00:00
750111;200;1753-01-01 00:00:00
750112;200;1753-01-01 00:00:00
750113;200;1753-01-01 00:00:00
750114;200;1753-01-01 00:00:00
750115;200;1753-01-01 00:00:00
750116;200;1753-01-01 00:00:00
750117;200;1753-01-01 00:00:00
750118;200;1753-01-01 00:00:00
750119;200;1753-01-01 00:00:00
750121;200;1753-01-01 00:00:00
750129;200;1753-01-01 00:00:00
750130;200;1753-01-01 00:00:00
750136;450;1753-01-01 00:00:00
750138;200;1753-01-01 00:00:00
750139;200;1753-01-01 00:00:00
750140;200;1753-01-01 00:00:00
750141;200;1753-01-01 00:00:00
750142;200;1753-01-01 00:00:00
750143;200;1753-01-01 00:00:00
750144;200;1753-01-01 00:00:00
750156;200;1753-01-01 00:00:00
750165;200;1753-01-01 00:00:00
750166;450;1753-01-01 00:00:00
750167;450;1753-01-01 00:00:00
750168;200;1753-01-01 00:00:00
750171;200;1753-01-01 00:00:00
750177;200;1753-01-01 00:00:00
750180;200;1753-01-01 00:00:00
750941;200;1753-01-01 00:00:00
750942;200;1753-01-01 00:00:00
750943;200;1753-01-01 00:00:00
752000;410;1753-01-01 00:00:00
752002;410;1753-01-01 00:00:00
752003;200;1753-01-01 00:00:00
752004;200;1753-01-01 00:00:00
752005;200;1753-01-01 00:00:00
752006;200;1753-01-01 00:00:00
752007;200;1753-01-01 00:00:00
752011;200;1753-01-01 00:00:00
752012;200;1753-01-01 00:00:00
752015;440;1753-01-01 00:00:00
752016;440;1753-01-01 00:00:00
752017;440;1753-01-01 00:00:00
752018;440;1753-01-01 00:00:00
752019;440;1753-01-01 00:00:00
752020;410;1753-01-01 00:00:00
752022;410;1753-01-01 00:00:00
752023;410;1753-01-01 00:00:00
752024;410;1753-01-01 00:00:00
752025;410;1753-01-01 00:00:00
752026;410;1753-01-01 00:00:00
752027;410;1753-01-01 00:00:00
752028;410;1753-01-01 00:00:00
752029;410;1753-01-01 00:00:00
752030;410;1753-01-01 00:00:00
752031;410;1753-01-01 00:00:00
752032;410;1753-01-01 00:00:00
752033;410;1753-01-01 00:00:00
752034;410;1753-01-01 00:00:00
752035;410;1753-01-01 00:00:00
752036;410;1753-01-01 00:00:00
752037;410;1753-01-01 00:00:00
752038;410;1753-01-01 00:00:00
752040;200;1753-01-01 00:00:00
752041;200;1753-01-01 00:00:00
752042;200;1753-01-01 00:00:00
752043;200;1753-01-01 00:00:00
752044;200;1753-01-01 00:00:00
752057;410;1753-01-01 00:00:00
752058;410;1753-01-01 00:00:00
752091;200;1753-01-01 00:00:00
752102;200;1753-01-01 00:00:00
752103;200;1753-01-01 00:00:00
752121;410;1753-01-01 00:00:00
752122;410;1753-01-01 00:00:00
752197;400;1753-01-01 00:00:00
752198;400;1753-01-01 00:00:00
752199;400;1753-01-01 00:00:00
752200;400;1753-01-01 00:00:00
752201;400;1753-01-01 00:00:00
752202;400;1753-01-01 00:00:00
752203;400;1753-01-01 00:00:00
752204;460;1753-01-01 00:00:00
752205;460;1753-01-01 00:00:00
752206;400;1753-01-01 00:00:00
752207;400;1753-01-01 00:00:00
752208;400;1753-01-01 00:00:00
752209;400;1753-01-01 00:00:00
752210;400;1753-01-01 00:00:00
752211;400;1753-01-01 00:00:00
752212;400;1753-01-01 00:00:00
752213;400;1753-01-01 00:00:00
752214;200;1753-01-01 00:00:00
752215;400;1753-01-01 00:00:00
752216;400;1753-01-01 00:00:00
752217;400;1753-01-01 00:00:00
752218;400;1753-01-01 00:00:00
752219;400;1753-01-01 00:00:00
752221;400;1753-01-01 00:00:00
752235;400;1753-01-01 00:00:00
752236;400;1753-01-01 00:00:00
752237;400;1753-01-01 00:00:00
752238;400;1753-01-01 00:00:00
752239;400;1753-01-01 00:00:00
752240;400;1753-01-01 00:00:00
752241;400;1753-01-01 00:00:00
752242;400;1753-01-01 00:00:00
752243;400;1753-01-01 00:00:00
752244;400;1753-01-01 00:00:00
752249;200;1753-01-01 00:00:00
752250;200;1753-01-01 00:00:00
752251;200;1753-01-01 00:00:00
752252;200;1753-01-01 00:00:00
752253;200;1753-01-01 00:00:00
752722;200;1753-01-01 00:00:00
752854;200;1753-01-01 00:00:00
752855;200;1753-01-01 00:00:00
752856;200;1753-01-01 00:00:00
752857;200;1753-01-01 00:00:00
752858;200;1753-01-01 00:00:00
752863;200;1753-01-01 00:00:00
753029;200;1753-01-01 00:00:00
753030;200;1753-01-01 00:00:00
753806;242;1753-01-01 00:00:00
753807;242;1753-01-01 00:00:00
753808;242;1753-01-01 00:00:00
753809;242;1753-01-01 00:00:00
753810;242;1753-01-01 00:00:00
758862;200;1753-01-01 00:00:00
758863;200;1753-01-01 00:00:00
758864;200;1753-01-01 00:00:00
758865;200;1753-01-01 00:00:00
758866;200;1753-01-01 00:00:00
758867;200;1753-01-01 00:00:00
758868;242;1753-01-01 00:00:00
758873;440;1753-01-01 00:00:00
758873;450;2015-02-16 00:00:00
758874;440;1753-01-01 00:00:00
758874;450;2015-02-16 00:00:00
758875;440;1753-01-01 00:00:00
758875;450;2015-02-16 00:00:00
758876;242;1753-01-01 00:00:00
758877;200;1753-01-01 00:00:00
758878;200;1753-01-01 00:00:00
761682;200;1753-01-01 00:00:00
764840;230;1753-01-01 00:00:00
764841;230;1753-01-01 00:00:00
764842;230;1753-01-01 00:00:00
765477;200;1753-01-01 00:00:00
782631;229;2015-02-28 00:00:00
782632;462;2015-01-01 00:00:00
782633;402;2015-02-28 00:00:00
782634;402;2015-02-28 00:00:00
782636;402;2015-02-28 00:00:00
782637;402;2015-01-01 00:00:00
782638;402;2015-01-01 00:00:00
782640;402;2015-01-01 00:00:00
782642;402;2015-01-01 00:00:00
782643;402;2015-01-01 00:00:00
782645;402;2015-01-01 00:00:00
782646;402;2015-01-01 00:00:00
782648;402;2015-01-01 00:00:00
782654;402;2015-01-01 00:00:00
782655;402;2015-01-01 00:00:00
782656;450;2015-02-27 00:00:00
783315;212;2014-09-15 00:00:00
783419;280;2014-09-01 00:00:00
783463;212;2014-09-18 00:00:00
783464;212;2014-09-18 00:00:00
783465;200;2014-09-18 00:00:00
783574;280;2014-09-22 00:00:00
783575;200;2014-09-22 00:00:00
783576;280;2014-09-22 00:00:00
783887;212;2014-09-01 00:00:00
783899;280;2014-09-26 00:00:00
784502;229;2014-09-01 00:00:00
784518;280;2014-10-01 00:00:00
784519;440;2014-10-01 00:00:00
784520;440;2014-10-01 00:00:00
784521;440;2014-10-01 00:00:00
784522;440;2014-10-01 00:00:00
784925;229;2014-10-01 00:00:00
784926;280;2014-10-01 00:00:00
784927;229;2014-10-01 00:00:00
784928;229;2014-10-01 00:00:00
784929;450;2014-10-01 00:00:00
784930;450;2014-10-01 00:00:00
784931;450;2014-10-01 00:00:00
784932;229;2014-10-01 00:00:00
784933;229;2014-10-01 00:00:00
784934;229;2014-10-01 00:00:00
784935;229;2014-10-01 00:00:00
784936;212;2014-10-01 00:00:00
784937;211;2014-10-01 00:00:00
784938;211;2014-10-01 00:00:00
784939;440;2014-10-01 00:00:00
784940;440;2014-10-01 00:00:00
784941;440;2014-10-01 00:00:00
784942;280;2014-10-01 00:00:00
784943;280;2014-10-01 00:00:00
784944;280;2014-10-01 00:00:00
784945;229;2014-10-01 00:00:00
784946;229;2014-10-01 00:00:00
784947;229;2014-10-01 00:00:00
784948;229;2014-10-01 00:00:00
784949;229;2014-10-01 00:00:00
785058;280;2014-10-01 00:00:00
785261;229;2014-10-01 00:00:00
785624;450;2014-10-01 00:00:00
785625;450;2014-10-01 00:00:00
785626;450;2014-10-01 00:00:00
785627;450;2014-10-01 00:00:00
785707;403;2014-10-24 00:00:00
785810;200;2014-10-28 00:00:00
785902;280;2014-10-28 00:00:00
786434;200;2014-11-01 00:00:00
786435;200;2014-11-01 00:00:00
786436;200;2014-11-01 00:00:00
786437;200;2014-11-01 00:00:00
786438;200;2014-11-01 00:00:00
786439;200;2014-11-01 00:00:00
787518;200;2014-11-01 00:00:00
787534;280;2014-11-01 00:00:00
787684;450;2014-11-01 00:00:00
787687;460;2014-12-01 00:00:00
787688;460;2014-12-01 00:00:00
787689;450;2014-12-01 00:00:00
787947;200;2014-12-01 00:00:00
788085;450;2014-12-08 00:00:00
788086;450;2014-12-08 00:00:00
788087;402;2014-12-01 00:00:00
788088;402;2014-12-01 00:00:00
788089;402;2014-12-01 00:00:00
788090;402;2014-12-01 00:00:00
788091;280;2014-12-08 00:00:00
788560;450;2014-12-01 00:00:00
788622;200;2014-12-01 00:00:00
788623;200;2014-12-01 00:00:00
788624;229;2014-12-01 00:00:00
789263;229;2015-01-17 00:00:00
789264;450;2015-01-16 00:00:00
790761;229;2015-02-13 00:00:00
790762;280;2015-02-01 00:00:00
790975;450;2015-02-01 00:00:00
790976;450;2015-02-01 00:00:00
790977;450;2015-02-01 00:00:00
791322;462;2015-02-28 00:00:00
792589;200;2015-03-01 00:00:00
793112;280;2015-04-01 00:00:00
794336;280;2015-04-01 00:00:00
794337;280;2015-04-01 00:00:00
794338;280;2015-04-01 00:00:00
794572;200;2015-04-01 00:00:00
794573;200;2015-04-01 00:00:00
794839;401;2015-05-05 00:00:00
794840;401;2015-05-05 00:00:00
794841;280;2015-05-05 00:00:00
794842;280;2015-05-05 00:00:00
794843;229;2015-05-05 00:00:00
794844;229;2015-05-05 00:00:00
794845;242;2015-05-05 00:00:00
794846;242;2015-05-05 00:00:00
855266;481;1753-01-01 00:00:00
855268;481;1753-01-01 00:00:00
855275;481;1753-01-01 00:00:00
855276;481;1753-01-01 00:00:00
855292;481;1753-01-01 00:00:00
855293;481;1753-01-01 00:00:00
855297;481;1753-01-01 00:00:00
855356;481;1753-01-01 00:00:00
855357;481;1753-01-01 00:00:00
855358;481;1753-01-01 00:00:00
855361;481;1753-01-01 00:00:00
855362;481;1753-01-01 00:00:00
855382;481;1753-01-01 00:00:00
855526;481;1753-01-01 00:00:00
855527;481;1753-01-01 00:00:00
855528;481;1753-01-01 00:00:00
855547;481;1753-01-01 00:00:00
855551;481;1753-01-01 00:00:00
855552;481;1753-01-01 00:00:00
855743;481;1753-01-01 00:00:00
855744;481;1753-01-01 00:00:00
855756;481;1753-01-01 00:00:00
855784;481;1753-01-01 00:00:00
855785;481;1753-01-01 00:00:00
855786;481;1753-01-01 00:00:00
855787;481;1753-01-01 00:00:00
855788;481;1753-01-01 00:00:00
855789;481;1753-01-01 00:00:00
855790;481;1753-01-01 00:00:00
855792;481;1753-01-01 00:00:00
855797;481;1753-01-01 00:00:00
855799;481;1753-01-01 00:00:00
855802;481;1753-01-01 00:00:00
855803;481;1753-01-01 00:00:00
855806;481;1753-01-01 00:00:00
855844;481;1753-01-01 00:00:00
855845;481;1753-01-01 00:00:00
855869;481;1753-01-01 00:00:00
855986;481;1753-01-01 00:00:00
856153;481;1753-01-01 00:00:00
856154;481;1753-01-01 00:00:00
856164;481;1753-01-01 00:00:00
856165;481;1753-01-01 00:00:00
856166;481;1753-01-01 00:00:00
856167;481;1753-01-01 00:00:00
856168;481;1753-01-01 00:00:00
856169;481;1753-01-01 00:00:00
856170;481;1753-01-01 00:00:00
856171;481;1753-01-01 00:00:00
856172;481;1753-01-01 00:00:00
856173;481;1753-01-01 00:00:00
856177;481;1753-01-01 00:00:00
856179;481;1753-01-01 00:00:00
856180;481;1753-01-01 00:00:00
856204;481;1753-01-01 00:00:00
856205;481;1753-01-01 00:00:00
856206;481;1753-01-01 00:00:00
856207;481;1753-01-01 00:00:00
856216;481;1753-01-01 00:00:00
856222;481;1753-01-01 00:00:00
856225;481;1753-01-01 00:00:00
856228;481;1753-01-01 00:00:00
856232;481;1753-01-01 00:00:00
856234;481;1753-01-01 00:00:00
856240;481;1753-01-01 00:00:00
856298;481;1753-01-01 00:00:00
856299;481;1753-01-01 00:00:00
856300;481;1753-01-01 00:00:00
856301;481;1753-01-01 00:00:00
856302;481;1753-01-01 00:00:00
856303;481;1753-01-01 00:00:00
856304;481;1753-01-01 00:00:00
856305;481;1753-01-01 00:00:00
856306;481;1753-01-01 00:00:00
856307;481;1753-01-01 00:00:00
856308;481;1753-01-01 00:00:00
856309;481;1753-01-01 00:00:00
856310;481;1753-01-01 00:00:00
857439;481;1753-01-01 00:00:00
857441;481;1753-01-01 00:00:00
857443;481;1753-01-01 00:00:00
857444;481;1753-01-01 00:00:00
857445;481;1753-01-01 00:00:00
857449;481;1753-01-01 00:00:00
857451;481;1753-01-01 00:00:00
857452;481;1753-01-01 00:00:00
857455;481;1753-01-01 00:00:00
857457;481;1753-01-01 00:00:00
857458;481;1753-01-01 00:00:00
857464;481;1753-01-01 00:00:00
857465;481;1753-01-01 00:00:00
857468;481;1753-01-01 00:00:00
857469;481;1753-01-01 00:00:00
857470;481;1753-01-01 00:00:00
857471;481;1753-01-01 00:00:00
857472;481;1753-01-01 00:00:00
857474;481;1753-01-01 00:00:00
857528;481;1753-01-01 00:00:00
857529;481;1753-01-01 00:00:00
857530;481;1753-01-01 00:00:00
857556;481;1753-01-01 00:00:00
857557;481;1753-01-01 00:00:00
857558;481;1753-01-01 00:00:00
857559;481;1753-01-01 00:00:00
857560;481;1753-01-01 00:00:00
857561;481;1753-01-01 00:00:00
857562;481;1753-01-01 00:00:00
857563;481;1753-01-01 00:00:00
857564;481;1753-01-01 00:00:00
857567;481;1753-01-01 00:00:00
857568;481;1753-01-01 00:00:00
857569;481;1753-01-01 00:00:00
857570;481;1753-01-01 00:00:00
857571;481;1753-01-01 00:00:00
857572;481;1753-01-01 00:00:00
857576;481;1753-01-01 00:00:00
857579;481;1753-01-01 00:00:00
857580;481;1753-01-01 00:00:00
857581;481;1753-01-01 00:00:00
857582;481;1753-01-01 00:00:00
857583;481;1753-01-01 00:00:00
857584;481;1753-01-01 00:00:00
857587;481;1753-01-01 00:00:00
857588;481;1753-01-01 00:00:00
857589;481;1753-01-01 00:00:00
857591;481;1753-01-01 00:00:00
857592;481;1753-01-01 00:00:00
857593;481;1753-01-01 00:00:00
857595;481;1753-01-01 00:00:00
857596;481;1753-01-01 00:00:00
857597;481;1753-01-01 00:00:00
857599;481;1753-01-01 00:00:00
857600;481;1753-01-01 00:00:00
870343;440;1753-01-01 00:00:00
870347;400;1753-01-01 00:00:00
870348;400;1753-01-01 00:00:00
870349;400;1753-01-01 00:00:00
870352;229;1753-01-01 00:00:00
870353;229;1753-01-01 00:00:00
870354;400;1753-01-01 00:00:00
870355;400;1753-01-01 00:00:00
870356;400;1753-01-01 00:00:00
870357;400;1753-01-01 00:00:00
870358;400;1753-01-01 00:00:00
870359;400;1753-01-01 00:00:00
870360;400;1753-01-01 00:00:00
870361;400;1753-01-01 00:00:00
870362;400;1753-01-01 00:00:00
870363;400;1753-01-01 00:00:00
870364;400;1753-01-01 00:00:00
870365;400;1753-01-01 00:00:00
870366;400;1753-01-01 00:00:00
870367;400;1753-01-01 00:00:00
870368;400;1753-01-01 00:00:00
870369;400;1753-01-01 00:00:00
870370;200;1753-01-01 00:00:00
870371;400;1753-01-01 00:00:00
870372;400;1753-01-01 00:00:00
870373;400;1753-01-01 00:00:00
870374;400;1753-01-01 00:00:00
870375;400;1753-01-01 00:00:00
870376;400;1753-01-01 00:00:00
870377;400;1753-01-01 00:00:00
870378;400;1753-01-01 00:00:00
870379;400;1753-01-01 00:00:00
870380;400;1753-01-01 00:00:00
870381;400;1753-01-01 00:00:00
870382;400;1753-01-01 00:00:00
870383;400;1753-01-01 00:00:00
870384;200;1753-01-01 00:00:00
870385;200;1753-01-01 00:00:00
870386;280;1753-01-01 00:00:00
870387;200;1753-01-01 00:00:00
870388;280;1753-01-01 00:00:00
870389;450;1753-01-01 00:00:00
870390;280;1753-01-01 00:00:00
870391;450;1753-01-01 00:00:00
870392;450;1753-01-01 00:00:00
870395;400;1753-01-01 00:00:00
870396;400;1753-01-01 00:00:00
870397;200;1753-01-01 00:00:00
870398;200;1753-01-01 00:00:00
870399;450;1753-01-01 00:00:00
870401;440;1753-01-01 00:00:00
870404;280;1753-01-01 00:00:00
870405;280;1753-01-01 00:00:00
870406;211;1753-01-01 00:00:00
870407;280;1753-01-01 00:00:00
870408;230;1753-01-01 00:00:00
870409;400;1753-01-01 00:00:00
870410;400;1753-01-01 00:00:00
870412;230;1753-01-01 00:00:00
870413;400;1753-01-01 00:00:00
870414;400;1753-01-01 00:00:00
870415;280;1753-01-01 00:00:00
870416;211;1753-01-01 00:00:00
870417;230;1753-01-01 00:00:00
870418;230;1753-01-01 00:00:00
870419;230;1753-01-01 00:00:00
870420;280;1753-01-01 00:00:00
870421;280;1753-01-01 00:00:00
870422;230;1753-01-01 00:00:00
870423;280;1753-01-01 00:00:00
870425;280;1753-01-01 00:00:00
870426;280;1753-01-01 00:00:00
870427;450;1753-01-01 00:00:00
