Type Code;No_;SEZ_No_;Expert_No_;Expert Date;Issue Date;End Date;Paper_No_;Cert_ Warning Code;Paper_Index;Blocked;Print Priority;Tree Group No_;KeyString;TreeLevel;Cert_Description_RUS;Cert_Description_ENU
DS;пняя CH.ой05.д08949;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08950;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08955;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08956;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08957;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08959;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08964;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08966;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08969;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08970;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08972;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08976;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08977;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08978;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08980;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08982;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08983;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08984;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08985;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08987;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08988;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08989;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08990;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08991;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08992;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08993;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08995;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08996;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д08999;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09001;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09002;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2014-05-13 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09005;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2021-05-23 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09006;;;1753-01-01 00:00:00.000;2011-05-23 00:00:00.000;2021-05-23 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09203;;;1753-01-01 00:00:00.000;2011-05-31 00:00:00.000;2021-05-31 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09397;;;1753-01-01 00:00:00.000;2011-06-02 00:00:00.000;2014-05-18 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09398;;;1753-01-01 00:00:00.000;2011-06-02 00:00:00.000;2014-05-18 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09647;;;1753-01-01 00:00:00.000;2011-06-15 00:00:00.000;2014-06-03 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09650;;;1753-01-01 00:00:00.000;2011-06-15 00:00:00.000;2014-06-03 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д09651;;;1753-01-01 00:00:00.000;2011-06-15 00:00:00.000;2014-06-03 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д10638;;;1753-01-01 00:00:00.000;2011-06-28 00:00:00.000;2021-06-28 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д11548;;;1753-01-01 00:00:00.000;2011-08-24 00:00:00.000;2021-08-24 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д11578;;;1753-01-01 00:00:00.000;2011-08-24 00:00:00.000;2021-08-24 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д11579;;;1753-01-01 00:00:00.000;2011-08-24 00:00:00.000;2021-08-24 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д11580;;;1753-01-01 00:00:00.000;2011-08-24 00:00:00.000;2021-08-24 00:00:00.000;;;;0;0;0303;AADAAC;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16372;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16373;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16374;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16376;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16377;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16379;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16381;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16382;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16383;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16386;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16389;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16391;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16392;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16393;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16480;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16756;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16758;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16759;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16763;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16765;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16766;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16767;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16768;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16771;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16772;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16774;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16775;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16776;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16777;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16779;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16780;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16783;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16784;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16787;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16789;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16793;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16795;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16796;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16798;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16799;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16803;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16804;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16806;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16807;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16809;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16815;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16819;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16820;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16865;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16871;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16876;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16877;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16878;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16883;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16884;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16896;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16899;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16900;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16901;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16922;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16923;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16925;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16928;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16929;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16930;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16931;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16938;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16942;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16943;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16945;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16947;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
DS;пняя CH.ой05.д16951;;;2014-06-30 00:00:00.000;2012-06-25 00:00:00.000;2014-06-30 00:00:00.000;;;;0;0;0303;AADAAC;2;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
