Type Code;No_;SEZ_No_;Expert_No_;Expert Date;Issue Date;End Date;Paper_No_;Cert_ Warning Code;Paper_Index;Blocked;Print Priority;Tree Group No_;KeyString;TreeLevel;Cert_Description_RUS;Cert_Description_ENU
;RU.50.99.05.001.E.000246.11.13;;;1753-01-01 00:00:00.000;2013-11-26 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;L'OREAL
;RU.50.99.05.001.е.000033.01.14;;;1753-01-01 00:00:00.000;2014-01-28 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;LANCOME
;RU.50.99.05.001.е.000040.02.14;;;1753-01-01 00:00:00.000;2014-02-12 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;LANCOME
;RU.62.пж.03.001.е.000600.12.13;;;1753-01-01 00:00:00.000;2013-12-26 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;SHISEIDO
;RU.62.пж.03.001.е.000601.12.13;;;1753-01-01 00:00:00.000;2013-12-26 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;SHISEIDO
;RU.77.99.37.001.E.007228.02.13;;;1753-01-01 00:00:00.000;2013-09-06 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;L'OREAL
;RU.77.99.37.001.е.009259.11.13;;;1753-01-01 00:00:00.000;2013-11-25 00:00:00.000;1753-01-01 00:00:00.000;;;;0;0;0304;AADAAD;2;оюптчлепмн-йнялерхвеяйхе япедярбю;SHISEIDO
CQ;пняя AU.юч85.б30103;;;1753-01-01 00:00:00.000;2009-02-11 00:00:00.000;2010-02-11 00:00:00.000;;;;0;0;1102;AAKAAB;0;онясдю хг ярейкю х упсярюкъ;SWAROVSKI
CQ;пняя BE.ой05.б33602;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33605;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33606;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33607;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33608;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33609;;;1753-01-01 00:00:00.000;2009-05-20 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33678;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33679;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33687;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33690;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33693;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33696;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33746;;;1753-01-01 00:00:00.000;2009-05-25 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33942;;;1753-01-01 00:00:00.000;2009-06-17 00:00:00.000;2011-06-17 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33943;;;1753-01-01 00:00:00.000;2009-06-17 00:00:00.000;2011-06-17 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33945;;;1753-01-01 00:00:00.000;2009-06-17 00:00:00.000;2011-06-17 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б33946;;;1753-01-01 00:00:00.000;2009-06-17 00:00:00.000;2011-06-17 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34066;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34848;;;1753-01-01 00:00:00.000;2009-07-29 00:00:00.000;2011-07-29 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34853;;;1753-01-01 00:00:00.000;2009-07-29 00:00:00.000;2011-07-29 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34855;;;1753-01-01 00:00:00.000;2009-07-29 00:00:00.000;2011-07-29 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34956;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34957;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34961;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34962;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34963;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34964;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34966;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34967;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34971;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34972;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34973;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34974;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34975;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34977;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34978;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б34979;;;1753-01-01 00:00:00.000;2009-08-10 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35060;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35067;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35068;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35069;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35072;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35074;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35075;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35076;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35078;;;1753-01-01 00:00:00.000;2009-08-18 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35232;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35237;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35238;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35241;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35244;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35245;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35246;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35247;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35248;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35249;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35250;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35252;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35253;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35254;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35255;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35258;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35259;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35260;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35261;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35262;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35263;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35264;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35265;;;1753-01-01 00:00:00.000;2009-08-26 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35322;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-09-03 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35324;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-09-03 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35326;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-05-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35331;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-06-09 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35332;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-06-09 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35333;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-06-09 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35336;;;1753-01-01 00:00:00.000;2009-09-03 00:00:00.000;2011-06-09 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35666;;;1753-01-01 00:00:00.000;2009-09-28 00:00:00.000;2011-09-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35667;;;1753-01-01 00:00:00.000;2009-09-28 00:00:00.000;2011-09-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35670;;;1753-01-01 00:00:00.000;2009-09-28 00:00:00.000;2011-09-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35671;;;1753-01-01 00:00:00.000;2009-09-28 00:00:00.000;2011-06-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35991;;;1753-01-01 00:00:00.000;2009-10-22 00:00:00.000;2011-10-22 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б35992;;;1753-01-01 00:00:00.000;2009-10-22 00:00:00.000;2011-10-22 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;CLINIQUE
CQ;пняя BE.ой05.б36162;;;1753-01-01 00:00:00.000;2009-11-06 00:00:00.000;2011-11-06 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36238;;;1753-01-01 00:00:00.000;2009-11-12 00:00:00.000;2011-05-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36259;;;1753-01-01 00:00:00.000;2009-11-16 00:00:00.000;2011-11-16 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36264;;;1753-01-01 00:00:00.000;2009-11-16 00:00:00.000;2011-11-16 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36721;;;1753-01-01 00:00:00.000;2009-12-25 00:00:00.000;2011-12-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36724;;;1753-01-01 00:00:00.000;2009-12-25 00:00:00.000;2011-12-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36727;;;1753-01-01 00:00:00.000;2009-12-25 00:00:00.000;2011-12-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36729;;;1753-01-01 00:00:00.000;2009-12-25 00:00:00.000;2011-12-25 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36732;;;1753-01-01 00:00:00.000;2009-12-25 00:00:00.000;2011-10-07 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36828;;;1753-01-01 00:00:00.000;2010-01-14 00:00:00.000;2012-01-14 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.б36832;;;1753-01-01 00:00:00.000;2010-01-14 00:00:00.000;2012-01-14 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.д01455;;;1753-01-01 00:00:00.000;2010-02-15 00:00:00.000;2015-02-10 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.д03467;;;1753-01-01 00:00:00.000;2010-07-06 00:00:00.000;2015-06-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ой05.д03472;;;1753-01-01 00:00:00.000;2010-07-06 00:00:00.000;2015-06-28 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя BE.ям01.б06826;;;1753-01-01 00:00:00.000;2009-02-03 00:00:00.000;2010-02-02 00:00:00.000;;;;0;0;0602;AAFAAB;0;оевемэе;J DESTROOPER
CQ;пняя BG.оп71.б87012;;;1753-01-01 00:00:00.000;2009-02-27 00:00:00.000;2012-02-27 00:00:00.000;;;;0;0;0602;AAFAAB;0;ьнйнкюд;NESTLE
CQ;пняя BS.де01.б35025;;;1753-01-01 00:00:00.000;2009-09-14 00:00:00.000;2012-09-13 00:00:00.000;;;;0;0;0102;AABAAB;0;юкйнцнкэ;BACARDI
CQ;пняя CH.юх30.б04830;;;1753-01-01 00:00:00.000;2007-08-16 00:00:00.000;2010-08-11 00:00:00.000;;;;0;0;0402;AAEAAB;0;щкейрпнмхйю;SWISS TRAVEL PRODUCTS
CQ;пняя CH.юх82.б00620;;;1753-01-01 00:00:00.000;2009-07-20 00:00:00.000;2011-07-20 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;LA PRARIE
CQ;пняя CH.юх82.б00780;;;1753-01-01 00:00:00.000;2009-12-23 00:00:00.000;2011-12-23 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;LA PRARIE
CQ;пняя CH.юч56.б06630;;;1753-01-01 00:00:00.000;2009-05-14 00:00:00.000;2012-05-13 00:00:00.000;;;;0;0;1102;AAKAAB;0;хцпсьйю;TOBLERON
CQ;пняя CH.юч85.б29707;;;1753-01-01 00:00:00.000;2008-12-12 00:00:00.000;2010-12-12 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя CH.юч85.б29789;;;1753-01-01 00:00:00.000;2008-12-12 00:00:00.000;2010-12-12 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя CH.юч85.б32406;;;1753-01-01 00:00:00.000;2009-07-10 00:00:00.000;2011-07-10 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя CH.юч85.б32534;;;1753-01-01 00:00:00.000;2009-07-21 00:00:00.000;2011-07-21 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
CQ;пняя CH.юч85.б32536;;;1753-01-01 00:00:00.000;2009-07-21 00:00:00.000;2011-07-21 00:00:00.000;;;;0;0;0302;AADAAB;0;оюптчлепмн-йнялерхвеяйхе япедярбю;ESTEE LAUDER
