Certificate No;File Number;File Name;Picture Type;Comment;User Create;Date of Creation;Time of Creation;User Delete;Date of Delete;Time of Delete;Deleted
47.01.05.912.о.000733.10.08;1;\\tro.lan\dept\certif\certificates\47.01.05.912.о.000733.10.08_1.jpg;0;;TSAHAROVA;2010-03-30 00:00:00.000;1754-01-01 10:43:17.557;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
47.01.05.912.о.000733.10.08;2;\\tro.lan\dept\certif\certificates\47.01.05.912.о.000733.10.08_2.jpg;0;;TSAHAROVA;2010-03-30 00:00:00.000;1754-01-01 10:43:20.840;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
50.04.01.912.о.029938.12.05;1;\\tro.lan\dept\certif\certificates\50.04.01.912.о.029938.12.05_1.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:52:56.830;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
50.04.01.912.о.029938.12.05;2;\\tro.lan\dept\certif\certificates\50.04.01.912.о.029938.12.05_2.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:53:01.470;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
50.04.01.912.о.029938.12.05;3;\\tro.lan\dept\certif\certificates\50.04.01.912.о.029938.12.05_3.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:53:05.860;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
50.99.01.912.о.005010.04.07;1;\\tro.lan\dept\certif\certificates\50.99.01.912.о.005010.04.07_1.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 17:03:01.517;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
50.99.01.912.о.005010.04.07;2;\\tro.lan\dept\certif\certificates\50.99.01.912.о.005010.04.07_2.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 17:03:05.820;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
69.01.01.912.о.000497.07.05;1;\\tro.lan\dept\certif\certificates\69.01.01.912.о.000497.07.05_1.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:47:24.983;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
69.01.01.912.о.000497.07.05;2;\\tro.lan\dept\certif\certificates\69.01.01.912.о.000497.07.05_2.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:47:31.700;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
69.01.01.912.о.000498.07.05;1;\\tro.lan\dept\certif\certificates\69.01.01.912.о.000498.07.05_1.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:46:50.060;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
69.01.01.912.о.000498.07.05;2;\\tro.lan\dept\certif\certificates\69.01.01.912.о.000498.07.05_2.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:46:55.653;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.04.912.о.054169.12.05;1;\\tro.lan\dept\certif\certificates\77.01.04.912.о.054169.12.05_1.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:55:36.207;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.04.912.о.054169.12.05;2;\\tro.lan\dept\certif\certificates\77.01.04.912.о.054169.12.05_2.jpg;0;;NGULYAEVA;2009-04-20 00:00:00.000;1754-01-01 16:55:39.690;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000092.01.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000092.01.07_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:23.787;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000092.01.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000092.01.07_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:27.757;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000092.01.07;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000092.01.07_3.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:31.100;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000101.01.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000101.01.07_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:45.167;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000101.01.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000101.01.07_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:49.417;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000101.01.07;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000101.01.07_3.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:42:53.040;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000707.01.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000707.01.07_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:06.963;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000707.01.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000707.01.07_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:11.200;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000707.01.07;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000707.01.07_3.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:14.840;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.000707.01.07;4;\\tro.lan\dept\certif\certificates\77.01.12.915.о.000707.01.07_4.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:18.450;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.001531.01.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.001531.01.09_1.jpg;0;;TSAHAROVA;2009-10-13 00:00:00.000;1754-01-01 16:50:34.110;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.001531.01.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.001531.01.09_2.jpg;0;;TSAHAROVA;2009-10-13 00:00:00.000;1754-01-01 16:50:37.140;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.003098.01.06;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.003098.01.06_1.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 12:05:27.453;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.003098.01.06;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.003098.01.06_2.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 12:05:30.737;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.003098.01.06;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.003098.01.06_3.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 12:05:33.907;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.003098.01.06;4;\\tro.lan\dept\certif\certificates\77.01.12.915.о.003098.01.06_4.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 12:05:37.610;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.003098.01.06;5;\\tro.lan\dept\certif\certificates\77.01.12.915.о.003098.01.06_5.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 12:05:41.000;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.004956.01.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.004956.01.10_1.jpg;0;;TSAHAROVA;2010-02-11 00:00:00.000;1754-01-01 12:28:04.097;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.004956.01.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.004956.01.10_2.jpg;0;;TSAHAROVA;2010-02-11 00:00:00.000;1754-01-01 12:28:06.957;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005726.02.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005726.02.09_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:02:19.867;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005726.02.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005726.02.09_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:02:23.307;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005781.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005781.02.10_1.jpg;0;;TSAHAROVA;2010-04-14 00:00:00.000;1754-01-01 09:33:11.340;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005781.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005781.02.10_2.jpg;0;;TSAHAROVA;2010-04-14 00:00:00.000;1754-01-01 09:33:14.293;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005862.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005862.02.10_1.jpg;0;;TSAHAROVA;2010-03-04 00:00:00.000;1754-01-01 16:08:41.007;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.005862.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.005862.02.10_2.jpg;0;;TSAHAROVA;2010-03-04 00:00:00.000;1754-01-01 16:08:44.040;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.006253.02.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.006253.02.07_1.jpg;0;;TSAHAROVA;2009-04-16 00:00:00.000;1754-01-01 09:47:33.333;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.006253.02.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.006253.02.07_2.jpg;0;;TSAHAROVA;2009-04-16 00:00:00.000;1754-01-01 09:47:37.317;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.006253.02.07;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.006253.02.07_3.jpg;0;;TSAHAROVA;2009-04-16 00:00:00.000;1754-01-01 09:52:09.303;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.006668.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.006668.02.10_1.jpg;0;;TSAHAROVA;2010-02-11 00:00:00.000;1754-01-01 12:32:18.137;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.006668.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.006668.02.10_2.jpg;0;;TSAHAROVA;2010-02-11 00:00:00.000;1754-01-01 12:32:21.107;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.007254.02.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.007254.02.07_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:04:56.767;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.007254.02.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.007254.02.07_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:05:00.470;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.007712.02.07;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.007712.02.07_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:05:21.377;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.007712.02.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.007712.02.07_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:05:25.580;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009694.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009694.02.10_1.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:15.687;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009694.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009694.02.10_2.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:18.780;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009695.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009695.02.10_1.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:29.017;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009695.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009695.02.10_2.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:31.563;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009699.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009699.02.10_1.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:44.953;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.009699.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.009699.02.10_2.jpg;0;;TSAHAROVA;2010-04-13 00:00:00.000;1754-01-01 17:04:47.610;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010260.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010260.02.10_1.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:25.670;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010260.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010260.02.10_2.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:28.547;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010260.02.10;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010260.02.10_3.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:31.437;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010261.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010261.02.10_1.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:43.593;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010261.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010261.02.10_2.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:46.203;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010286.02.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010286.02.10_1.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:57.030;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010286.02.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010286.02.10_2.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:11:59.547;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010286.02.10;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010286.02.10_3.jpg;0;;TSAHAROVA;2010-03-19 00:00:00.000;1754-01-01 16:12:02.407;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010563.02.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010563.02.08_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:43:56.250;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010563.02.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010563.02.08_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:44:00.017;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010578.02.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010578.02.08_1.jpg;0;;TSAHAROVA;2009-04-17 00:00:00.000;1754-01-01 11:58:29.543;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.010578.02.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.010578.02.08_2.jpg;0;;TSAHAROVA;2009-04-17 00:00:00.000;1754-01-01 11:58:33.183;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.012607.02.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.012607.02.08_1.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 15:43:06.040;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.012607.02.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.012607.02.08_2.jpg;0;;TSAHAROVA;2009-04-23 00:00:00.000;1754-01-01 15:43:09.150;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.015992.03.06;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.015992.03.06_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 10:05:52.320;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.015992.03.06;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.015992.03.06_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 10:05:58.880;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.017377.03.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.017377.03.09_1.jpg;0;;TSAHAROVA;2009-12-09 00:00:00.000;1754-01-01 09:43:00.197;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.017377.03.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.017377.03.09_2.jpg;0;;TSAHAROVA;2009-12-09 00:00:00.000;1754-01-01 09:43:03.417;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.017980.03.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.017980.03.09_1.jpg;0;;TSAHAROVA;2009-10-13 00:00:00.000;1754-01-01 16:48:50.027;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.017980.03.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.017980.03.09_2.jpg;0;;TSAHAROVA;2009-10-13 00:00:00.000;1754-01-01 16:48:53.590;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.018147.03.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.018147.03.08_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:06:05.037;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.018147.03.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.018147.03.08_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 14:06:09.160;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.019312.03.07;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.019312.03.07_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:44:23.487;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.019312.03.07;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.019312.03.07_3.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:44:31.173;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.019312.03.07;4;\\tro.lan\dept\certif\certificates\77.01.12.915.о.019312.03.07_4.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:44:35.860;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.020048.04.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.020048.04.09_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:47:03.313;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.020048.04.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.020048.04.09_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:47:06.877;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.024078.04.10;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.024078.04.10_1.jpg;0;;TSAHAROVA;2010-06-29 00:00:00.000;1754-01-01 17:06:17.333;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.024078.04.10;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.024078.04.10_2.jpg;0;;TSAHAROVA;2010-06-29 00:00:00.000;1754-01-01 17:06:19.820;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.028284.04.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.028284.04.08_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:56:46.647;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.028284.04.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.028284.04.08_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:56:50.383;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.028774.04.08;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.028774.04.08_1.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:37.810;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.028774.04.08;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.028774.04.08_2.jpg;0;;TSAHAROVA;2009-04-20 00:00:00.000;1754-01-01 16:43:42.407;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029016.05.06;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029016.05.06_1.jpg;0;;TSAHAROVA;2009-04-16 00:00:00.000;1754-01-01 11:08:24.443;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029016.05.06;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029016.05.06_2.jpg;0;;TSAHAROVA;2009-04-16 00:00:00.000;1754-01-01 11:08:27.927;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029066.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029066.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:10:19.083;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029066.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029066.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:10:22.693;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029069.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029069.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:10:49.820;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029069.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029069.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:10:55.227;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029076.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029076.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:11:22.587;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029076.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029076.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:11:51.620;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029187.05.06;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029187.05.06_1.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:47:31.797;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029187.05.06;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029187.05.06_2.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:47:35.920;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029187.05.06;3;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029187.05.06_3.jpg;0;;TSAHAROVA;2009-04-22 00:00:00.000;1754-01-01 11:47:39.967;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029703.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029703.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:12:29.980;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029703.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029703.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:15:06.940;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029791.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029791.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:15:58.320;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029791.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029791.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:16:01.647;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029795.05.09;1;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029795.05.09_1.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:16:40.463;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
77.01.12.915.о.029795.05.09;2;\\tro.lan\dept\certif\certificates\77.01.12.915.о.029795.05.09_2.jpg;0;;TSAHAROVA;2009-05-22 00:00:00.000;1754-01-01 10:16:43.383;;1753-01-01 00:00:00.000;1753-01-01 00:00:00.000;0
