No_;Item No_;Unit of Measure Code;Descript;Descript2;Quantity per UoM;No_ Series;Item Department Code;Item Group Code;Item Tree Group No_;Gross Sales Amount
D00228;751312;ПОРЦИЯ;REMY MARTIN XO;;0.05000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00229;751313;ПОРЦИЯ 0,2;Fresh Orange Juice;;0.20000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00230;751313;ПОРЦИЯ 0,3;Fresh Orange Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00231;751313;ПОРЦ 0,15;Fresh Orange Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00232;751313;ПОРЦИЯ 0,5;Fresh Orange Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00233;751313;ПОРЦ 0,25;Fresh Orange Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00234;751314;ПОРЦИЯ 0,3;Fresh Apple Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00235;751314;ПОРЦИЯ 0,5;Fresh Apple Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00236;751314;ПОРЦ 0,15;Fresh Apple Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00237;751314;ПОРЦ 0,25;Fresh Apple Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00238;751315;ПОРЦИЯ 0,3;Fresh Pineapple Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00239;751315;ПОРЦ 0,15;Fresh Pineapple Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00240;751315;ПОРЦИЯ 0,5;Fresh Pineapple Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00241;751315;ПОРЦ 0,25;Fresh Pineapple Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00242;751316;ПОРЦИЯ 0,2;Fresh Grape-fruit Juice;;0.20000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00243;751316;ПОРЦИЯ 0,3;Fresh Grape-fruit Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00244;751316;ПОРЦ 0,15;Fresh Grape-fruit Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00245;751316;ПОРЦИЯ 0,5;Fresh Grape-fruit Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00246;751316;ПОРЦ 0,25;Fresh Grape-fruit Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00247;751317;ПОРЦ 0,15;Fresh Pear Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00248;751317;ПОРЦИЯ 0,3;Fresh Pear Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00249;751317;ПОРЦИЯ 0,5;Fresh Pear Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00250;751317;ПОРЦ 0,25;Fresh Pear Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00251;751318;ПОРЦИЯ 0,3;Fresh Pomegranate Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00252;751318;ПОРЦ 0,15;Fresh Pomegranate Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00253;751318;ПОРЦИЯ 0,5;Fresh Pomegranate Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00254;751318;ПОРЦ 0,25;Fresh Pomegranate Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00255;751319;ПОРЦИЯ 0,3;Fresh Mango Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00256;751319;ПОРЦ 0,15;Fresh Mango Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00257;751319;ПОРЦИЯ 0,5;Fresh Mango Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00258;751319;ПОРЦИЯ;Fresh Mango Juice;;1.00000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00259;751320;ПОРЦИЯ 0,3;Fresh Mandarin Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00260;751320;ПОРЦИЯ 0,5;Fresh Mandarin Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00261;751320;ПОРЦИЯ;Fresh Mandarin Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00262;751320;ПОРЦ 0,25;Fresh Mandarin Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00263;751321;ПОРЦ 0,15;Fresh Carrot Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00264;751321;ПОРЦИЯ 0,3;Fresh Carrot Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00265;751321;ПОРЦИЯ 0,5;Fresh Carrot Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00266;751321;ПОРЦ 0,25;Fresh Carrot Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00267;751322;ПОРЦ 0,15;Fresh Tomato Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00268;751322;ПОРЦИЯ 0,3;Fresh Tomato Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00269;751322;ПОРЦИЯ 0,5;Fresh Tomato Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00270;751322;ПОРЦ 0,25;Fresh Tomato Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00271;751323;ПОРЦИЯ 0,3;Fresh Pepper Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00272;751323;ПОРЦ 0,15;Fresh Pepper Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00273;751324;ПОРЦ 0,15;Fresh Celeriac Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00274;751324;ПОРЦИЯ 0,3;Fresh Celeriac Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00275;751324;ПОРЦИЯ 0,5;Fresh Celeriac Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00276;751324;ПОРЦ 0,25;Fresh Celeriac Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00277;751325;ПОРЦИЯ 0,3;Fresh Strawbarry Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00278;751325;ПОРЦИЯ 0,5;Fresh Strawbarry Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00279;751325;ПОРЦ 0,15;Fresh Strawbarry Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00280;751325;ПОРЦ 0,25;Fresh Strawbarry Juice;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00281;751326;ПОРЦИЯ 0,3;Fresh Watermelon Juice;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00282;751326;ПОРЦИЯ 0,5;Fresh Watermelon Juice;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00283;751326;ПОРЦ 0,15;Fresh Watermelon Juice;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00284;751327;ШТ;Миринда 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00285;751328;ШТ;Аква Минерале б/г 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00286;751329;ПОРЦИЯ 0,2;Тропический сок"Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00287;751335;ПОРЦИЯ;Мал. эспрессо;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00288;751336;ПОРЦИЯ;Эспрессо станд.;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00289;751337;ПОРЦИЯ;Ягодный Милк;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00290;751341;ПОРЦИЯ 0,3;Ягодный морс 1Л;;0.30000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00291;751341;Л;Ягодный морс 1Л;;1.00000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00292;751341;ПОРЦ 0,25;Ягодный морс 1Л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00293;751342;ШТ;Растишка пит. клубничная 0,2;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00294;751343;ШТ;Растишка пит.абрик.-перс.0,09;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00295;751344;ШТ;Актиимель натуральный 0,1;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00296;751345;ШТ;Актиимель мультифрукт 0,1;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00297;751346;ШТ;Скелетон пит.тропик 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00298;751347;ШТ;Скелетон пит.айс 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00299;751348;ШТ;Сырок в шоколаде ваниль45г.;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00300;751349;ШТ;Сырок в шоколаде шоколад45г.;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00301;751350;ШТ;Данон пит.клубника 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00302;751351;ШТ;Данон пит.абрикос 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00303;751352;ШТ;Фантазия шокол.хлопья;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00304;751354;ШТ;Активия пит.натуральный 0,435;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00305;751355;ШТ;Активия йогурт 0,125;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00306;751356;ШТ;Активия пит.злаки 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00307;751357;ШТ;Активия пит.вишня-черн.см. 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00308;751358;ШТ;Кефир 0,85;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00309;751359;ШТ;Даннисимо персик 0,135;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00310;751360;ШТ;Даннисимо ван.с грушей 0,135;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00311;751361;КГ;Томат;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00312;751362;КГ;Морковь;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00313;751363;КГ;Сельдерей;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00314;751366;КГ;Арбуз;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00315;751369;КГ;Мандарины;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00316;751375;ПОРЦИЯ;Эспрессо кон-панна;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00317;751376;ПОРЦИЯ;Эспрессо кон-панна двойной;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00318;751378;ПОРЦИЯ;Каппучино стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00319;751378;ПОРЦИЯ 175;Каппучино стандарт;;0.17500000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00320;751379;ПОРЦИЯ;Мега каппучино;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00321;751379;ПОРЦИЯ 0,4;Мега каппучино;;0.40000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00322;751380;ПОРЦИЯ 0,4;Кофе по-венски стандарт;;0.40000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00323;751380;ПОРЦИЯ;Кофе по-венски стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00324;751381;ПОРЦИЯ 175;Кофе по-венски маленький;;0.17500000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00325;751381;ПОРЦИЯ;Кофе по-венски маленький;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00326;751382;ПОРЦИЯ;Латте стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00327;751382;ПОРЦИЯ 0,3;Латте стандарт;;0.30000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00328;751383;ПОРЦИЯ 0,4;Латте большой;;0.40000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00329;751383;ПОРЦИЯ;Латте большой;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00330;751386;ПОРЦИЯ;Моккачино стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00331;751387;ПОРЦИЯ;Моккачино большой;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00332;751388;ПОРЦИЯ;Фильтр-Кофе;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00333;751389;ПОРЦИЯ;Мега-фильтр-кофе;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00334;751390;ПОРЦИЯ;Ледянной эспрессо;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00335;751391;ПОРЦИЯ;Холодный латте стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00336;751392;ПОРЦИЯ;Холодный латте большой;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00337;751395;ПОРЦИЯ;Фраппе стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00338;751396;ПОРЦИЯ;Фраппе большой;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00339;751397;ПОРЦИЯ;Кофе болгария стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00340;751399;ПОРЦИЯ;Холодный моккачино стандарт;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00341;751401;ШТ;Чипсы Pringles соленые;;1.00000000000000000000;DISH;99;9904;9904010;0.00000000000000000000
D00342;751403;ПОРЦИЯ;Холодный фильтр кофе;;1.00000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00343;751415;ПОРЦИЯ;Чай классик;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00344;751416;ПОРЦИЯ;Чай зеленый;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00345;751417;ПОРЦИЯ;Чай зеленый с жасмином;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00346;751418;ПОРЦИЯ;Чай зеленый с ванилью;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00347;751419;ПОРЦИЯ;Чай Эрл Грей;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00348;751420;ПОРЦИЯ;Чай Дарджилинг;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00349;751421;ПОРЦИЯ;Чай фруктовый;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00350;751423;ПОРЦИЯ;Чай Шиповник;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00351;751424;ШТ;Лимонный торт 1200г;;10.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00352;751425;ШТ;Орехово-Яблочный торт1000г;;8.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00353;751425;ПОРЦИЯ;Орехово-Яблочный торт1000г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00354;751431;ПОРЦ 0,05;Мюсли фруктовые"Brueggen"(ORT);;0.05000000000000000000;DISH;99;9904;9904011;0.00000000000000000000
D00355;751432;ПОРЦ 0,05;Мюсли для завтрака"Brueggen";;0.05000000000000000000;DISH;99;9904;9904011;0.00000000000000000000
D00356;751433;ПОРЦ 0,05;Хлопья кукурузн.с сахаром;;0.05000000000000000000;DISH;99;9904;9904011;0.00000000000000000000
D00357;751439;ПОРЦИЯ 0,5;Холодный чай фруктовый 0,5;;0.50000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00358;751439;ПОРЦИЯ;Холодный чай фруктовый 0,5;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00359;751440;ПОРЦИЯ 0,3;Холодный чай фруктовый 0,3;;0.30000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00360;751440;ПОРЦИЯ;Холодный чай фруктовый 0,3;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00361;751441;ПОРЦИЯ 0,5;Холодный черный чай 0,5;;0.50000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00362;751441;ПОРЦИЯ;Холодный черный чай 0,5;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00363;751442;ПОРЦИЯ 0,3;Холодный черный чай 0,3;;0.30000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00364;751442;ПОРЦИЯ;Холодный черный чай 0,3;;1.00000000000000000000;DISH;99;9903;9903001;0.00000000000000000000
D00365;751444;ПОРЦ 0,04;Сироп"Черная смородина"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00366;751444;ПОРЦ 0,02;Сироп"Черная смородина"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00367;751446;ПОРЦ 0,05;Topping д/морож  "Шоколад"1л;;0.05000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00368;751447;ПОРЦ 0,05;Topping д/морож  "Карамель"1л;;0.05000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00369;751448;ПОРЦ 0,04;Сироп"Зел.мята" 0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00370;751449;ПОРЦ 0,04;Сироп"Мят. шоколад"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00371;751449;ПОРЦ 0,02;Сироп"Мят. шоколад"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00372;751450;ПОРЦ 0,02;Сироп"Бел.Шоколад " 0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00373;751451;ПОРЦ 0,04;Сироп "Ирландский"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00374;751451;ПОРЦ 0,02;Сироп "Ирландский"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00375;751452;ПОРЦ 0,04;Сироп "Лесной орех"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00376;751452;ПОРЦ 0,02;Сироп "Лесной орех"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00377;751453;ПОРЦ 0,04;Сироп "Миндаль"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00378;751453;ПОРЦ 0,02;Сироп "Миндаль"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00379;751454;ПОРЦ 0,04;Сироп "Корица"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00380;751455;ПОРЦ 0,04;Сироп "Бразильский орех"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00381;751455;ПОРЦ 0,02;Сироп "Бразильский орех"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00382;751456;ПОРЦ 0,04;Сироп "Фисташки"0,7;;0.04000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00383;751456;ПОРЦ 0,02;Сироп "Фисташки"0,7;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00384;751458;ПОРЦИЯ 0,5;Большой завтрак;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00385;751458;ПОРЦИЯ 0,3;Большой завтрак;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00386;751459;ПОРЦИЯ 0,3;Овощное безумие;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00387;751459;ПОРЦИЯ 0,5;Овощное безумие;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00388;751461;ПОРЦИЯ 0,3;Мангомания;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00389;751461;ПОРЦИЯ 0,5;Мангомания;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00390;751462;ПОРЦИЯ 0,3;Освежающий арбуз;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00391;751462;ПОРЦИЯ 0,5;Освежающий арбуз;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00392;751464;ПОРЦИЯ 0,5;Ягодный взрыв;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00393;751464;ПОРЦИЯ 0,3;Ягодный взрыв;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00394;751466;ПОРЦИЯ 0,3;Мега-мята;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00395;751466;ПОРЦИЯ 0,5;Мега-мята;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00396;751470;ПОРЦИЯ 0,3;Коко-локо;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00397;751470;ПОРЦИЯ 0,5;Коко-локо;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00398;751474;ПОРЦ 0,05;Сливки сладкие;;0.05000000000000000000;DISH;99;9903;9903006;0.00000000000000000000
D00399;751476;ПОРЦИЯ 0,3;Фреш голубика;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00400;751476;ПОРЦ 0,15;Фреш голубика;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00401;751477;ПОРЦИЯ 0,3;Фреш малина;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00402;751477;ПОРЦИЯ 0,5;Фреш малина;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00403;751477;ПОРЦ 0,15;Фреш малина;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00404;751478;ШТ;davidoff lights;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00405;751479;ШТ;davidoff slim;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00406;751480;КГ;Киви;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00407;751482;ПОРЦИЯ 0,3;Фреш Киви-Яблоко;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00408;751482;ПОРЦИЯ 0,5;Фреш Киви-Яблоко;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00409;751482;ПОРЦ 0,25;Фреш Киви-Яблоко;;0.25000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00410;751483;ПОРЦИЯ 0,3;Фреш Апельсин-Грейпфрут;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00411;751483;ПОРЦИЯ 0,5;Фреш Апельсин-Грейпфрут;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00412;751485;ПОРЦИЯ;Banana Milk;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00413;751488;ПОРЦ 0,05;Topping д/морож  "мокко";;0.05000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00414;751489;ПОРЦИЯ 0,2;Какао;;0.20000000000000000000;DISH;99;9903;9903003;0.00000000000000000000
D00415;751489;ПОРЦИЯ 0,4;Какао;;1.00000000000000000000;DISH;99;9903;9903003;0.00000000000000000000
D00416;751491;ПОРЦИЯ 0,3;Фреш дыня;;0.30000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00417;751491;ПОРЦИЯ 0,5;Фреш дыня;;0.50000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00418;751491;ПОРЦ 0,15;Фреш дыня;;0.15000000000000000000;DISH;99;9902;9902003;0.00000000000000000000
D00419;751492;ПОРЦИЯ;Strawbarry Milk;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00420;751494;ПОРЦИЯ 0,3;Цитрусовый выстрел;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00421;751494;ПОРЦИЯ 0,5;Цитрусовый выстрел;;0.50000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00422;751495;ШТ;Даниссимо Тропический 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00423;751496;ШТ;Активиа Чернослив 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00424;751501;ПОРЦИЯ;Кровавая тропикана;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00425;751503;ПОРЦИЯ 0,3;Домашний лимонад;;0.30000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00426;751503;ПОРЦИЯ 0,5;Домашний лимонад;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00427;751505;ПОРЦ 0,05;HENNESSY VSOP;;0.05000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00428;751506;ПОРЦИЯ;Ice Яблоко;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00429;751507;ПОРЦИЯ;Тропик;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00430;751508;ПОРЦИЯ;Витаминная Бомба;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00431;751509;ШТ;Мороженое ванильное 100г;;1.00000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00432;751510;ШТ;Мороженое шоколадное 100г;;1.00000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00433;751511;ШТ;Мороженое клубничное 100г;;1.00000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00434;751512;ШТ;Мороженое манго-танго 100г;;1.00000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00435;751513;ШТ;Мороженое фисташковое 100г;;1.00000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00436;751514;ПОРЦИЯ;Молоч. коктейль ванильный;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00437;751515;ПОРЦИЯ;Молоч. коктейль шоколадный;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00438;751516;ПОРЦИЯ;Молоч. коктейль клубничный;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00439;751517;ПОРЦИЯ;Молочный коктейль орео;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00440;751519;ПОРЦИЯ;Грушево-ванильный;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00441;751520;ПОРЦИЯ;Заводная груша 0,3;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00442;751521;ПОРЦИЯ;Заводная груша 0,5;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00443;751522;ШТ;Активиа пит. абр-курага 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
