DISCOUNT_ID_EUR;DISCOUNT_ID_USD;DISCOUNT_ID_RUB;DESCR;;;;;;;;;
;45126285;;191 - MARS MINI POUCH 500 gr save 4$                   ;;;;;;;;;
;45126289;;192 - any SWAROVSKI from list 30perc off               ;;;;;;;;;
;;16223919;19 - SNIKERS&BAUNTY 3 FOR 2                                                                                                                                                                                                                               ;;;;;;;;;
;;16223920;20 - MARS&MALTESERS BUY 1 SAVE 240                                                                                                                                                                                                                        ;;;;;;;;;
;45126323;;193 - I love edp 50ml save 15 usd                      ;;;;;;;;;
;;16223929;21 - ORBIT BUY 3 FOR 2                                                                                                                                                                                                                                    ;;;;;;;;;
;45126366;;194 - free                                             ;;;;;;;;;
;;16223938;23 - ANY GOODS from list -30 percent                                                                                                                                                                                                                      ;;;;;;;;;
;;;;;;;;;;;;
;45126436;;200 - free                                             ;;;;;;;;;
;45126438;;195 - BACARDI PINA COLADA 1L  save 11 usd              ;;;;;;;;;
;45126440;;197 - BOMBAY SAPPHIRE 1L SAVE 6 USD                    ;;;;;;;;;
;45126441;;198 - COINTREAU NOIR 1L SAVE 7 USD                     ;;;;;;;;;
;45126442;;199 - ST.REMY A LA CREME 1L SAVE 4 USD                 ;;;;;;;;;
;45126445;;210 - PIPER HEIDSIECK BRUT 0.75L SAVE 12 USD           ;;;;;;;;;
;45126446;;202 - PIPER HEIDSIECK ROSE 0.75L 15 USD OFF            ;;;;;;;;;
;45126449;;205 - MOUNT GAY XO 0.7L SAVE 9 USD                     ;;;;;;;;;
;45126450;;206 - METAXA 5*  SAVE 4 USD                            ;;;;;;;;;
;45126451;;207 - BRUICHLADDICH BERE BARLEY 0.7L 13 USD OFF        ;;;;;;;;;
;45126453;;208 -  BRUICHLADDICH THE ORGANIC 1L 15 USD OFF         ;;;;;;;;;
;45126454;;209 - CUTTY SARK 1L BUY 3 FOR 2                        ;;;;;;;;;
;45126456;;212 - any CHIVAS REGAL SAVE 16 USD                     ;;;;;;;;;
;45126457;;213 - CHIVAS REGAL 12YO+CHIVAS BB SAVE 17 USD          ;;;;;;;;;
;45126459;;215 -OLMECA GOLD SAVE 8 USD                            ;;;;;;;;;
;45126460;;216 - CHIVAS 18YO SAVE 9 USD                           ;;;;;;;;;
;45126484;;220 - LINDT GOLD MILK HAZELNUT 7 USD OFF               ;;;;;;;;;
;45126439;;196 - TOBLERON  BUY 3 FOR 2                            ;;;;;;;;;
;45126447;;203 - PIPER HEIDSIECK SUBLIME 0.75L SAVE 13 USD        ;;;;;;;;;
;45126448;;204 - METAXA PRIVATE 0.7L SAVE 22 USD                  ;;;;;;;;;
;45126455;;211 - JAMESON 4.5 L SAVE 22 USD                        ;;;;;;;;;
;45126458;;214 - MUMMS CORDON  GB SAVE 13 USD                     ;;;;;;;;;
;;16222249;Àêöèÿ HAPPY BONUS 10%                                                                                                                                                                                                                                     ;;;;;;;;;
;;16223955;24 - any perfume from list - get brush set free                                                                                                                                                                                                           ;;;;;;;;;
;;16223966;25 - any perfume from list - get janeke PLU 854328 free                                                                                                                                                                                                   ;;;;;;;;;
;;16223968;27 - any perfume from list - get janeke PLU 725274 free                                                                                                                                                                                                   ;;;;;;;;;
;;16223969;28 - any perfume from list - get janeke PLU 854155 free                                                                                                                                                                                                   ;;;;;;;;;
;45126555;;301 - fash - buy shawl get jew bag free                ;;;;;;;;;
;45126556;;302 - fash - buy purse get mirror free                 ;;;;;;;;;
;45126557;;303 - fash - buy Mont Blanc over 200$ get  case free   ;;;;;;;;;
